ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000230019	YWHAQP9	-0.00150864041901889	-0.00197110822271415	-0.00197110822271415	-0.000630515650441566	-0.00113403975807137	-0.000858397659699835	-0.00176836353666391	-0.00197110822271415	-0.00169865894312934	-0.000485572587345808	-0.00197110822271415	-0.000848789633481146	-0.000815985523175233	-0.00167651383388392	-0.000788051691538085	-0.000890358391722216	-0.00116066608846859	-0.00197110822271415	-0.00172199921639121	-0.00138746045615172	-0.000342634429739801	-0.00123967226055733	-0.00101744332207812	-0.00197110822271415	-0.00156725916428358	-0.00155425701966408	0.0520625818720724	-0.00197110822271415	-0.00197110822271415	0.0013541222379988
ENSG00000232989	RP11-136B18.1	-0.000510780957789157	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-9.86015154504563e-05	0.000293511779583385	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.000728846501089248	-0.00114102583453554	-0.000408169104353436	-0.00114102583453554	-0.00114102583453554	0.00301942732608395	-0.00114102583453554	0.000127835237453042	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.00144105304977149	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.0121694311410496	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554
ENSG00000234464	RP11-136B18.2	-0.0214625617773276	-0.0215665716480165	-0.0215665716480165	-0.0200666509212136	-0.0215665716480165	-0.0207259783931777	-0.0209601628057036	-0.0215665716480165	-0.0208497993673706	-0.0185063667646606	-0.0215665716480165	-0.0205047632541925	-0.0215665716480165	-0.0208135563481703	-0.0204598324898857	-0.0213538413874995	-0.0215665716480165	-0.0198205134036388	-0.0215665716480165	-0.0215665716480165	-0.010800340775989	-0.0197781985092122	-0.0210708855007872	-0.0215665716480165	-0.0206605666302634	-0.0215665716480165	0.974164215377827	-0.0213193491888649	-0.0215665716480165	-0.0215665716480165
ENSG00000224783	MIPEPP2	-0.000184359363815813	-0.000445267250750395	-0.000445267250750395	-0.000263496969278187	-0.000140712188469901	-1.15035217457375e-06	0.00016996417963436	-0.000445267250750395	-0.000169752001447323	-0.000158045325976734	-0.000445267250750395	0.000212367887984034	-0.000277071981473482	-0.000445267250750395	-0.00039966000438058	0.000502969998103257	0.000598585227829354	-0.000285921137906647	-0.000251248782117249	9.40887197482354e-05	-0.000236608152276733	-8.5368037017241e-05	-0.000111788822506228	-0.000355602598045741	-0.000302358043991629	-0.000186980453128196	0.00382957029191393	-0.000375269457836939	-0.000445267250750395	-6.7003788952564e-05
ENSG00000259776	RP11-544D21.2	-0.0171946261318202	-0.016195980078472	-0.0160862024980929	-0.0168644423065105	-0.016547449760377	-0.0170443339713893	-0.0170205441027145	-0.0153537478352631	-0.0171609019211899	-0.0167721848928964	-0.0182814340474141	-0.0178517366932759	-0.0157066301819857	-0.0157028214339567	-0.0162789951458998	-0.0174507862585232	-0.0166730423297234	-0.0151339258257377	-0.0122771697195545	-0.0161445833678222	-0.0170248478549546	-0.0128990422975143	-0.0171410184702344	-0.0169566271751291	-0.0160409220277616	-0.0141162236215821	0.78117717981148	-0.0136515423129782	-0.0141231707917294	-0.0157132197970018
ENSG00000133019	CHRM3	-0.700865248033119	-0.731472876003266	1.92313026119183	-0.994938611013891	-0.450271635770231	0.180796548753592	-0.493462792545145	-0.637413610233398	1.68901194051973	1.58137873890748	-0.498745787320977	-0.842911057239366	-0.315314333089039	-0.763706641606563	-0.174086233130563	-0.981725771995074	-0.718036588536554	0.802481652680416	1.24429694789806	-0.355705420605997	-0.0464056847639776	1.4392668779618	-0.254015534728483	0.304642361066948	-0.482128440200311	1.63247110133861	-0.078418040735113	0.43773109407524	0.236175163734954	-0.577435362726388
ENSG00000233355	CHRM3-AS2	-0.138298496102415	-0.357387575943994	0.128974392793001	0.88136182375007	-0.0272014830998853	-0.536538514297323	-0.291664035524967	-0.15738575373228	0.205961265785869	-0.188063533436579	0.157058730638836	-0.33885811751109	1.12901579944051	-0.373013053562195	0.633704723472194	-0.562685234201992	-0.365433230640035	0.577502821902208	-0.456972849243635	-0.391826480300661	0.0592103696940379	-0.15690451612018	-0.505956694487009	2.51044087565851	2.42950363398697	1.04543492714685	3.89485869429477	0.0108561696464392	-0.33914736527573	0.0828691838354494
ENSG00000234601	CHRM3-AS1	-0.0490790069182707	-0.0456456592818486	0.147278510973184	-0.0610682423913469	-0.0453005028097271	-0.0453604593643294	-0.0329188461885813	-0.0437426871724839	0.0727990650195923	0.0789352893305557	-0.044856912347808	-0.0555526291474763	0.683328021622363	0.0140959948412635	-0.019660440654887	-0.061410594225194	-0.0423904312349028	0.128912478143278	0.207956293454063	-0.0167243547374924	0.0101641069693145	0.240792964878807	-0.0146635301875354	-0.00150704999071794	-0.0429893313792281	0.152518650959485	0.1154735864744	0.0497516437930792	0.0352179257856886	-0.024336730518318
ENSG00000231979	RP11-35L17.3	-0.0222071181133052	-0.0235056302426234	0.0801744687681984	-0.0234253860626638	-0.0204270901474407	0.00846308805421688	-0.0205360866066027	0.0240327529392784	0.044753494882397	0.0376767377065452	0.0842111998946079	-0.0240391189524644	0.412101963976393	0.00754556106469782	-0.0153488003116437	-0.0238674572088444	-0.0226058437204064	-0.00757352808101001	0.00856697236741427	-0.0191958324422806	-0.0195677879451164	0.00390776519217285	-0.00672112902397182	-0.000468477302583131	-0.0210006647879008	0.0593134821467261	0.0543054769044372	-0.0165890589140518	-0.0173572651943397	-0.00707814221808712
ENSG00000223694	ADH5P3	-0.0194135967556352	-0.0364553265848133	-0.0216236360735722	-0.0516722831578565	-0.0174102066896421	0.0421967924839913	-0.0335497353413711	-0.0149199909685631	-0.00627435872001366	-0.0226504671482948	-0.0234197467676667	-0.049358297802211	-0.0352374423777205	-0.0436137870575553	-0.0354958653853773	-0.0495602644593657	0.311518008420816	0.00194702001464998	-0.0511723966405296	0.172262189642041	-0.0265372583914297	-0.0406286813557674	-0.0265239066372634	-0.030466560711244	-0.0511502254186984	-0.040380469329494	0.168503849619775	-0.0349817832404088	-0.0161747900502864	-0.031657653152844
