ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000230019	YWHAQP9	-0.00197110822271415	-0.000941882278815637	-0.00197110822271415	-0.00141185786320132	-0.000877635864153863	-0.00104583389551338	-0.00197110822271415	-0.00156741433360672	-0.00161625976916373	-0.00165739024247181	-0.00197110822271415	-0.00153394535430618	0.00353467318902664	-0.00105514499493749	0.0020909489103055	-0.00165707895447726	-0.00167961326036864	-0.0014703368502081	-0.00197110822271415	-0.00197110822271415	-0.00176836353666391	-0.000335768002545774	0.00430961365227481	-0.00197110822271415	-0.00197110822271415	-0.00197110822271415	-0.00144835455572754	-0.00168419051257559	0.00147361362799439	-0.00172414856317618	-0.00197110822271415	-0.000652607247962844	-0.00104360964132224	-0.000761626807902813	-0.00197110822271415	-0.00167651383388392	-0.000788051691538085	-0.00123967226055733	-0.000890358391722216	-0.00116066608846859	-0.00197110822271415	-0.00172199921639121	-0.00138746045615172	-0.000342634429739801	-0.00167137490411867	-0.000944104784976576	-0.00197110822271415	-0.00156725916428358	-0.00155425701966408	0.0520625818720724	-0.00197110822271415	-0.00197110822271415	0.0013541222379988	-0.00176903551623316
ENSG00000232989	RP11-136B18.1	3.49125687116502e-06	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.000580477397092849	0.000334804769367588	-0.00114102583453554	0.00161767906864374	-0.00114102583453554	-9.7248831440658e-05	-0.00114102583453554	0.00120180425856396	0.00159337360700954	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.00638768220784915	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.0010554389469766	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-6.78742366438421e-05	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.000319598342980183	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.00301942732608395	-0.00114102583453554	-0.00114102583453554	0.000127835237453042	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.00142265473091508	0.0017341516123933	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	0.0121694311410496	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554	-0.00114102583453554
ENSG00000234464	RP11-136B18.2	-0.0213776909778666	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165	-0.0206142145982716	-0.0206387919750081	-0.0203314232033537	-0.0215665716480165	-0.0205515896994816	-0.0184071286703665	-0.0205832788897301	-0.0213196327896264	-0.0215665716480165	-0.0215665716480165	-0.0190715557902557	-0.0215665716480165	-0.0209601628057036	-0.0207097692801252	-0.0135583742043389	-0.0215665716480165	-0.0215665716480165	-0.0200696129171233	-0.0215665716480165	-0.0215665716480165	-0.0135990111859458	-0.0215665716480165	-0.0215665716480165	-0.021025383902217	-0.0199877580273348	-0.0215665716480165	-0.0215665716480165	-0.0208135563481703	-0.0204598324898857	-0.0197781985092122	-0.0213538413874995	-0.0215665716480165	-0.0198205134036388	-0.0215665716480165	-0.0215665716480165	-0.010800340775989	-0.0211096832700727	-0.021297089099311	-0.0215665716480165	-0.0206605666302634	-0.0215665716480165	0.974164215377827	-0.0213193491888649	-0.0215665716480165	-0.0215665716480165	-0.0215665716480165
ENSG00000224783	MIPEPP2	-0.000138673385139109	-0.000240347910696876	-0.000445267250750395	-8.62098415741836e-05	-0.000445267250750395	-6.59788534949867e-05	-0.000445267250750395	-0.000297503154983566	-0.00029194823877973	-2.40217721462796e-05	-4.86735868785838e-05	-0.000300254188676205	0.00125973591348123	-0.00032971969262487	0.000908096283849984	-3.99923344934766e-05	-0.000180565753247238	-0.000445267250750395	-0.000445267250750395	-0.000247062792968047	0.00016996417963436	-0.000252370955464828	-0.000173743035835725	-0.000445267250750395	-0.000445267250750395	-0.00014285029884276	-0.000194467112460875	-0.000277117453718407	-0.000138697043548037	-9.21933819860539e-05	-0.000445267250750395	9.10996911437657e-05	0.000332793944568468	-0.000269156909978098	-0.000445267250750395	-0.000445267250750395	-0.00039966000438058	-8.5368037017241e-05	0.000502969998103257	0.000598585227829354	-0.000285921137906647	-0.000251248782117249	9.40887197482354e-05	-0.000236608152276733	-2.18162480264505e-05	-8.82368110577994e-05	-0.000355602598045741	-0.000302358043991629	-0.000186980453128196	0.00382957029191393	-0.000375269457836939	-0.000445267250750395	-6.7003788952564e-05	-0.000284181981753669
ENSG00000259776	RP11-544D21.2	-0.0173291386659221	-0.0170297799024126	-0.016195980078472	-0.017304144285631	-0.0166580637362885	-0.0160143586757187	-0.0160862024980929	-0.0174018278656139	-0.0172728364256649	-0.0174315008069012	-0.0153947124809478	-0.0163739583070116	-0.0171189073073381	-0.0177305969051996	-0.0172060050232967	-0.0168904344474538	-0.0172648129373355	-0.0177566558602849	-0.0168142328727446	-0.0170410694013424	-0.0170205441027145	-0.0175301919495506	-0.0168812438345322	-0.0121007631550954	-0.0182814340474141	-0.0169218835474378	-0.0173804926931344	-0.0173505736125384	-0.017469889613383	-0.0155991326798171	-0.0182814340474141	-0.0179906588713562	-0.0177137792525433	-0.0155854629412596	-0.0182814340474141	-0.0157028214339567	-0.0162789951458998	-0.0128990422975143	-0.0174507862585232	-0.0166730423297234	-0.0151339258257377	-0.0122771697195545	-0.0161445833678222	-0.0170248478549546	-0.0168807439716869	-0.0170854726265072	-0.0169566271751291	-0.0160409220277616	-0.0141162236215821	0.78117717981148	-0.0136515423129782	-0.0141231707917294	-0.0157132197970018	-0.0168605701662777
ENSG00000133019	CHRM3	-0.647440881847077	-0.766337253174238	-0.731472876003266	-0.649397196087289	-0.00131797071387946	-0.483041828163226	1.92313026119183	0.15436088742187	1.26424475962218	-0.0108600702258544	-0.942173620109787	-0.958852665850205	1.71356448083249	2.00822259657305	0.261544932081354	0.150349371052556	-0.297496231116875	0.0450910790383528	-0.751943511504021	-0.626302320814681	-0.493462792545145	-0.986364044458914	-1.00126052451553	-0.671298806532653	-0.606916933564068	2.28023618648146	1.14584286725933	2.43615379400751	0.0555125832295811	2.60334975005065	-0.498745787320977	-0.723853694967541	-0.961141632273192	-0.310364668232427	-0.420494711292043	-0.763706641606563	-0.174086233130563	1.4392668779618	-0.981725771995074	-0.718036588536554	0.802481652680416	1.24429694789806	-0.355705420605997	-0.0464056847639776	-0.0909076562108827	0.131985164671669	0.304642361066948	-0.482128440200311	1.63247110133861	-0.078418040735113	0.43773109407524	0.236175163734954	-0.577435362726388	-0.993481640220136
ENSG00000233355	CHRM3-AS2	-0.268831763790147	0.0216711092154524	-0.357387575943994	-0.251820897095758	0.355337631659288	-0.019318829549334	0.128974392793001	-0.542456905009625	-0.533921874371082	-0.554330307712532	-0.576598184283416	-0.569700770876071	-0.525797374302845	-0.526538709785761	-0.539284455968364	-0.513117803485972	-0.558783082361341	-0.556684831273736	-0.40409889533143	-0.529732347275665	-0.291664035524967	-0.587017577977713	-0.571127693864033	-0.223522961571257	-0.0978622666772	-0.202228704429645	0.580973233496181	-0.319550644713539	0.0394136769868104	-0.337465834516425	0.157058730638836	-0.147177605968459	-0.52920751439023	1.18710260864312	-0.105328896114793	-0.373013053562195	0.633704723472194	-0.15690451612018	-0.562685234201992	-0.365433230640035	0.577502821902208	-0.456972849243635	-0.391826480300661	0.0592103696940379	-0.474329175110664	-0.474927217203125	2.51044087565851	2.42950363398697	1.04543492714685	3.89485869429477	0.0108561696464392	-0.33914736527573	0.0828691838354494	1.21610775231279
ENSG00000234601	CHRM3-AS1	-0.0456425722472812	-0.0532903861915906	-0.0456456592818486	-0.0535802980159483	-0.0286743146904358	-0.045924052763788	0.147278510973184	-0.0540272967932941	-0.0352288605989087	-0.0512860557474377	-0.0614278557728292	-0.0627512706700921	0.0139402278764005	-0.0242723141557678	-0.0520572586342536	-0.0496987963776023	-0.0572673955511251	-0.0557747537228284	-0.0603837392819298	-0.054304168288987	-0.0329188461885813	-0.0599763250023985	-0.0605832103776993	-0.044327327544277	-0.0432165108378702	0.106493130343897	0.041843679881746	0.172419929335776	-0.0334491367437784	0.131977263057347	-0.044856912347808	-0.0507408531295926	-0.0603309900541248	0.68734881678232	0.597886124473276	0.0140959948412635	-0.019660440654887	0.240792964878807	-0.061410594225194	-0.0423904312349028	0.128912478143278	0.207956293454063	-0.0167243547374924	0.0101641069693145	-0.00139077008209343	0.00647898262702106	-0.00150704999071794	-0.0429893313792281	0.152518650959485	0.1154735864744	0.0497516437930792	0.0352179257856886	-0.024336730518318	-0.0611800246037637
ENSG00000231979	RP11-35L17.3	-0.0217798979138693	-0.0227306800213016	-0.0235056302426234	-0.0212916626079116	-0.0121489595865364	-0.0228603571635699	0.0801744687681984	-0.0112874277430046	0.0391582946907406	-0.00252047477014012	-0.0234166870742106	-0.0242894410380077	0.0802974646253563	0.10666760015483	-0.00479269237680218	-0.0140505042060618	-0.0128613917511667	-0.00543754964142614	-0.0226465405237365	-0.0173808063182765	-0.0205360866066027	-0.0222555110095003	-0.0231523045833861	-0.0242894410380077	0.0675227275188358	0.0748688271598281	0.017085960548698	0.0680914630117438	-0.0148733266275357	0.0721617157957984	0.0842111998946079	-0.0241033682399868	-0.0239753158405498	0.413924116232209	0.373381228540294	0.00754556106469782	-0.0153488003116437	0.00390776519217285	-0.0238674572088444	-0.0226058437204064	-0.00757352808101001	0.00856697236741427	-0.0191958324422806	-0.0195677879451164	-0.000102392318038886	-0.00125520669826161	-0.000468477302583131	-0.0210006647879008	0.0593134821467261	0.0543054769044372	-0.0165890589140518	-0.0173572651943397	-0.00707814221808712	-0.0234883213969609
ENSG00000223694	ADH5P3	-0.0230150880891383	-0.0149999391694751	-0.0364553265848133	-0.0185074840349864	-0.0260625404999982	-0.0135631721079314	-0.0216236360735722	0.0383582983049371	0.0276552770932235	0.0402879476378405	0.0768551918350766	0.0852664931235321	0.0623994599875943	0.0609518846161457	0.0235714657545661	0.054353233325481	0.0209610992959379	0.00331158543303251	0.022614610753934	0.000701027397626346	-0.0335497353413711	0.0255442697421357	-0.0397717458371541	-0.0270907349500226	-0.00396632138524962	0.00275058107078278	-0.0145657442913611	-0.0110233443490304	-0.0424115627889932	-0.00982088068059879	-0.0234197467676667	-0.0502415587210305	-0.0484811706397721	-0.0346779866365803	-0.047125876876949	-0.0436137870575553	-0.0354958653853773	-0.0406286813557674	-0.0495602644593657	0.311518008420816	0.00194702001464998	-0.0511723966405296	0.172262189642041	-0.0265372583914297	-0.0485219896623271	-0.0450053884462202	-0.030466560711244	-0.0511502254186984	-0.040380469329494	0.168503849619775	-0.0349817832404088	-0.0161747900502864	-0.031657653152844	-0.0544149235469985
