# MEAN_SAMPLE_SIZE = 26640
# TOTAL_GENES = 15759
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                 SET      21      0.18209    0.0066428      0.17725      0.15215 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                 SET      30   -0.0020531  -8.9497e-05      0.15675      0.50522 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_DN                 SET       6      0.28638    0.0055871      0.39011      0.23145 ABBUD_LIF_SIGNALING_2_DN
ABBUD_LIF_SIGNALING_2_UP                 SET      12      0.10937     0.003017      0.24893      0.33021 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS               SET      15    -0.049576   -0.0015288      0.21714       0.5903 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...          SET      12     -0.51599    -0.014234      0.27316      0.97054 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                            SET      31     0.099807    0.0044225      0.15794      0.26372 ABE_INNER_EAR
ABE_VEGFA_TARGETS                        SET      15     0.077295    0.0023836      0.21193      0.35766 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                    SET      27      0.06158    0.0025468      0.14868      0.33937 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                  SET      21      0.18268    0.0066643      0.18887      0.16673 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1         SET      19     -0.10908   -0.0037854      0.18778      0.71933 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2         SET      23      0.33546     0.012807      0.18071     0.031717 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
