# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 13136
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
Cbnn         COVAR   13136     -0.13556    -0.014449      0.14247      0.82931
Chin         COVAR   13136    -0.049504    -0.018765     0.050559      0.83623
Chmn         COVAR   13136     0.011145    0.0059284     0.031902      0.36341
Dggn         COVAR   13136      -0.1142    -0.026162      0.06662      0.95675
Dime         COVAR   13136    -0.067931    -0.025147     0.049023      0.91707
Dimi         COVAR   13136     -0.01427   -0.0049489     0.051097      0.60998
Enne         COVAR   13136    -0.053241    -0.026273      0.03517      0.93495
Gast         COVAR   13136     0.059532    0.0083856     0.081245      0.23186
Gcho         COVAR   13136     0.063808     0.019319     0.037926     0.046255
Gdgrg        COVAR   13136     0.037949    0.0051789     0.093686      0.34272
Gent         COVAR   13136    -0.011787    -0.002969     0.046518      0.60001
Gepe         COVAR   13136     0.016546    0.0046621     0.038678      0.33441
Ghyp         COVAR   13136     0.046244    0.0081408      0.06429      0.23598
Glnb         COVAR   13136    -0.096694    -0.025706     0.067999      0.92247
Goec         COVAR   13136    -0.063132    -0.010187     0.074911      0.80031
Goli         COVAR   13136   -0.0080376   -0.0022487     0.040603      0.57846
Gopc         COVAR   13136    -0.004126  -0.00078617     0.072965      0.52255
Gsat         COVAR   13136     0.050262     0.013366     0.044123      0.12734
Gsch         COVAR   13136     0.052087     0.015745     0.036824     0.078621
Gszrg        COVAR   13136      0.10192     0.012547      0.10523       0.1664
Hind         COVAR   13136     -0.01187   -0.0054949     0.030859      0.64975
Hpep         COVAR   13136      -0.1097    -0.029623     0.075689      0.92637
Imgl         COVAR   13136     0.041071    0.0061524     0.066514      0.26847
Ipvm         COVAR   13136     0.097938     0.015033     0.067829     0.074396
Ngnb         COVAR   13136     0.022488    0.0042971     0.077537       0.3859
Obin         COVAR   13136     -0.14741    -0.023448     0.094373      0.94084
Psnf         COVAR   13136   -0.0092926   -0.0054729     0.027477      0.63239
Psnn         COVAR   13136   -0.0037559   -0.0026853      0.02223      0.56708
Pspn         COVAR   13136    -0.020555    -0.010569     0.035312      0.71974
Scex         COVAR   13136     -0.13867    -0.035717      0.07326       0.9708
Scin         COVAR   13136    -0.063152    -0.019649     0.063927      0.83838
Sych         COVAR   13136    -0.026222    -0.020608     0.023861      0.86409
Syno         COVAR   13136    -0.024011    -0.018422     0.023438      0.84718
Tpre         COVAR   13136    -0.073971    -0.029696     0.040992      0.96441
Tpri         COVAR   13136    -0.071555    -0.018281     0.055493      0.90136
Vend         COVAR   13136     0.020834    0.0052398     0.045488      0.32347
Vlmc         COVAR   13136      0.11272     0.022562     0.060677     0.031622
Vper         COVAR   13136      0.02639      0.00727     0.041982      0.26481
Vsmc         COVAR   13136    0.0067387    0.0010757     0.073221      0.46334
