# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12635
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                           TYPE  NGENES         BETA     BETA_STD           SE            P
Adcyap1_1_Tac1                    COVAR   12635    0.0060125    0.0038131      0.04723      0.44935
Adcyap1_2                         COVAR   12635      0.06553     0.039425     0.052911      0.10778
Avp_1_high                        COVAR   12635     -0.09231    -0.050053     0.039696      0.98997
Avp_2_high                        COVAR   12635    -0.016625    -0.010206     0.033056      0.69249
Avp_3_medium                      COVAR   12635    -0.021672    -0.012128     0.037886      0.71635
circadian_1_VipGrp                COVAR   12635      0.00602    0.0018914     0.046432      0.44842
circadian_2_NmsVIP                COVAR   12635    -0.029351   -0.0098535     0.052019       0.7137
circadian_3_Per2                  COVAR   12635    -0.051798    -0.017572     0.063156      0.79393
Dopamine_1                        COVAR   12635     0.051529     0.032319     0.053595      0.16817
Dopamine_2_low_VMAT2              COVAR   12635    -0.040926    -0.025349     0.035676      0.87433
Dopamine_3                        COVAR   12635   -0.0076178   -0.0055734     0.038114      0.57921
Dopamine_4                        COVAR   12635    0.0019992    0.0017118     0.026828       0.4703
GABA_10                           COVAR   12635    -0.085336    -0.049104     0.060976      0.91915
GABA_11_Nts_1                     COVAR   12635   -0.0024639   -0.0016361     0.052845      0.51859
GABA_12_Nts_2                     COVAR   12635    -0.066515    -0.042204     0.058666      0.87155
GABA_13_Galanin                   COVAR   12635     -0.11127     -0.06133     0.056323      0.97589
GABA_14_NpyAgrp                   COVAR   12635     0.084464     0.046703      0.04517     0.030761
GABA_15_Npymedium                 COVAR   12635    -0.014546   -0.0061959     0.043969      0.62961
GABA_2_Gucy1a3                    COVAR   12635   -0.0051236   -0.0030903     0.052953      0.53854
GABA_3_Crh_Lhx6                   COVAR   12635     0.023719     0.015067      0.05429       0.3311
GABA_4_CrhPgr15l                  COVAR   12635     0.046733     0.019372     0.075415      0.26774
GABA_5_Calcr_Lhx1                 COVAR   12635     -0.14031    -0.059694     0.080592      0.95914
GABA_6_Otof_Lhx1                  COVAR   12635      0.10046     0.033283     0.070675     0.077611
GABA_7_Pomc                       COVAR   12635    -0.038213    -0.014665     0.079648       0.6843
GABA_8                            COVAR   12635    -0.071603    -0.037524     0.052353      0.91428
GABA_9                            COVAR   12635     0.021519     0.012685     0.060677      0.36143
GABA1                             COVAR   12635    -0.020292    -0.011585     0.051705      0.65264
Gadlow_Gnrh                       COVAR   12635    -0.010582    -0.004844     0.047648      0.58788
Ghrh                              COVAR   12635   -0.0057494   -0.0036869     0.026463        0.586
Hcrt                              COVAR   12635    -0.076279    -0.040431     0.050292      0.93532
Hmit                              COVAR   12635    -0.003559   -0.0013375     0.075656      0.51876
Npvf                              COVAR   12635    0.0052741    0.0029668     0.033271      0.43702
Oxytocin_1                        COVAR   12635    -0.039263    -0.029601     0.033619      0.87856
Oxytocin_2                        COVAR   12635     -0.06551    -0.045379     0.031383      0.98157
Oxytocin_3                        COVAR   12635     -0.11951    -0.065242     0.043044      0.99725
Oxytocin_4                        COVAR   12635   -0.0096649   -0.0061968     0.034733      0.60959
Pmch                              COVAR   12635    -0.020821    -0.016877     0.023223      0.81502
Qrfp                              COVAR   12635    -0.028987    -0.023561     0.023233      0.89391
Sst_1_low                         COVAR   12635   -0.0011194  -0.00060223     0.055574      0.50804
Sst_2_high                        COVAR   12635    0.0061161    0.0043274     0.031967      0.42414
Sst_3_medium                      COVAR   12635    -0.022013    -0.013904     0.041006       0.7043
Trh_1_low                         COVAR   12635    -0.061291    -0.025791     0.078239      0.78329
Trh_2_medium                      COVAR   12635    -0.058663     -0.02553     0.063032      0.82398
Trh_3_high                        COVAR   12635   0.00028826   0.00017222     0.038952      0.49705
Vglut2_1_Penk                     COVAR   12635     0.014717    0.0094635     0.021328       0.2451
Vglut2_10_Morn4Prrc2a             COVAR   12635    0.0031032    0.0020973     0.021094      0.44152
Vglut2_11                         COVAR   12635     0.017073     0.016031      0.02173      0.21603
Vglut2_12_Mgat4b                  COVAR   12635     0.013063    0.0083862     0.022695      0.28245
Vglut2_13NinlRfx5Zfp346           COVAR   12635    -0.024111    -0.013663     0.030488      0.78547
Vglut2_14_Col9a2                  COVAR   12635     0.052897     0.026375     0.035281      0.06691
Vglut2_15_Hcn16430411K18Rik       COVAR   12635     0.017872     0.010471     0.025439      0.24117
Vglut2_16_Gm5595_Tnr              COVAR   12635     0.015759    0.0098678     0.023839      0.25429
Vglut2_17_A930013F10RikPou2f2     COVAR   12635     0.024948     0.011408     0.022017       0.1286
Vglut2_18_Zfp458Ppp1r12b          COVAR   12635      0.01906    0.0086809     0.022308      0.19645
Vglut2_2_Crh                      COVAR   12635      -0.1268    -0.076547     0.052087      0.99254
Vglut2_3_Crh_low                  COVAR   12635      0.12991     0.045366     0.094823     0.085355
Vglut2_4                          COVAR   12635    0.0074704    0.0053923     0.027306      0.39221
Vglut2_5_Myt1Lhx9                 COVAR   12635    -0.008708   -0.0053341     0.026387       0.6293
Vglut2_6_Prmt8Ugdh                COVAR   12635     0.034054     0.015702     0.049416      0.24538
Vglut2_7_PgamSnx12                COVAR   12635    -0.032236    -0.013807     0.037884      0.80259
Vglut2_8                          COVAR   12635     0.086857     0.031485     0.048248     0.035928
Vglut2_9_Gpr149                   COVAR   12635     0.034711     0.016498     0.038773      0.18534
