# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 12209
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE       TYPE  NGENES         BETA     BETA_STD           SE            P
Astro1        COVAR   12209     0.019649    0.0070289     0.033848      0.28079
Astro2        COVAR   12209     0.061693     0.020452     0.038719     0.055555
CA1Pyr1       COVAR   12209      0.03597     0.026531     0.026588     0.088067
CA1Pyr2       COVAR   12209    -0.024724    -0.017993     0.034682      0.76203
CA1PyrInt     COVAR   12209     0.034141     0.019866     0.032062      0.14348
CA2Pyr2       COVAR   12209    -0.015457     -0.01533     0.025062       0.7313
Choroid       COVAR   12209     0.054504     0.019753     0.038199      0.07683
ClauPyr       COVAR   12209     -0.02609    -0.025492     0.018443      0.92139
Epend         COVAR   12209     0.059207     0.022662     0.031568     0.030374
Int1          COVAR   12209    -0.062817    -0.047524     0.029365      0.98378
Int10         COVAR   12209     0.034019     0.021978     0.035149      0.16657
Int11         COVAR   12209    0.0065448    0.0045856     0.029449      0.41207
Int12         COVAR   12209     0.029103     0.023409     0.027395      0.14405
Int13         COVAR   12209     0.024198     0.016974     0.035389      0.24707
Int14         COVAR   12209    -0.026887    -0.021643     0.029528      0.81873
Int15         COVAR   12209     0.012124    0.0066778     0.042738      0.38833
Int16         COVAR   12209    -0.018196    -0.014201     0.029364      0.73226
Int2          COVAR   12209    -0.028953    -0.023835     0.031488      0.82107
Int3          COVAR   12209    -0.037315     -0.02768     0.030303       0.8909
Int4          COVAR   12209    0.0061796    0.0040052     0.042175      0.44176
Int5          COVAR   12209     0.010543    0.0090791     0.028164      0.35408
Int6          COVAR   12209    0.0032488    0.0026119     0.031465      0.45888
Int7          COVAR   12209    -0.018632    -0.013736     0.032166      0.71879
Int8          COVAR   12209    -0.021453     -0.01809     0.029046      0.76991
Int9          COVAR   12209    0.0058282    0.0038302     0.032166      0.42811
Mgl1          COVAR   12209     0.017639    0.0046625     0.040483      0.33153
Mgl2          COVAR   12209     0.069692      0.01712     0.046037     0.065049
Oligo1        COVAR   12209    -0.016195   -0.0084735     0.022727      0.76194
Oligo2        COVAR   12209     0.014894     0.006192     0.030199      0.31095
Oligo3        COVAR   12209    0.0021207    0.0011591     0.021287      0.46032
Oligo4        COVAR   12209    0.0019209   0.00098726     0.024747      0.46907
Oligo5        COVAR   12209    -0.028002    -0.011817     0.031491      0.81304
Oligo6        COVAR   12209    -0.017235   -0.0068324     0.033806       0.6949
Peric         COVAR   12209     0.049451     0.013389     0.045293      0.13747
Pvm1          COVAR   12209     0.036168     0.011694      0.03274      0.13466
Pvm2          COVAR   12209     0.023793    0.0062548     0.042277      0.28679
S1PyrDL       COVAR   12209    -0.088371    -0.064268      0.03982      0.98676
S1PyrL23      COVAR   12209    -0.022621    -0.017504     0.029394      0.77921
S1PyrL4       COVAR   12209    -0.014332    -0.011608     0.027746      0.69726
S1PyrL5       COVAR   12209    -0.011564    -0.011063     0.023727        0.687
S1PyrL5a      COVAR   12209    -0.047305    -0.030263     0.038368      0.89119
S1PyrL6       COVAR   12209    -0.032717    -0.024564     0.033358      0.83664
S1PyrL6b      COVAR   12209    -0.042754    -0.033678     0.034327      0.89351
SubPyr        COVAR   12209    -0.047784    -0.036964     0.032897      0.92681
Vend1         COVAR   12209      0.02368    0.0079914     0.032568      0.23359
Vend2         COVAR   12209   -0.0028547  -0.00074858     0.045098      0.52523
Vsmc          COVAR   12209     0.049374     0.013259     0.047786      0.15076
