# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12622
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE            TYPE  NGENES         BETA     BETA_STD           SE            P
Chrna6_Dscaml1     COVAR   12622     0.026332     0.058256     0.014091     0.030845
Chrna6_Pax7        COVAR   12622    0.0058669     0.012992     0.014743      0.34534
Chrna6_Plac9a      COVAR   12622     0.014406     0.032491     0.013879      0.14964
Dlx5_Cbln2         COVAR   12622   -0.0051844    -0.011387     0.015623      0.62999
Gad2_Pvalb         COVAR   12622    -0.020327     -0.04494     0.012161      0.95267
Gad2_Rspo2         COVAR   12622     -0.01053    -0.024087     0.011007      0.83061
Gad2_Shox2         COVAR   12622    -0.018965    -0.041696     0.017046      0.86705
Gad2_Spata20       COVAR   12622   -0.0065966     -0.01494     0.013752      0.68426
Micro_Ctss         COVAR   12622   -0.0020818    -0.003436    0.0061462      0.63259
Olig1_Opalin       COVAR   12622    0.0029726    0.0056858    0.0069892      0.33531
Olig1_Rassf10      COVAR   12622    0.0025352    0.0054818    0.0068038      0.35472
OPC_Pdgfra         COVAR   12622    0.0056172     0.010052    0.0086959      0.25916
Slc17a6            COVAR   12622   -0.0040922   -0.0091615    0.0098434      0.66119
