# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 13136
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
ENT9         COVAR   13136    -0.020336    -0.012448     0.023835      0.80322
ENT8         COVAR   13136    -0.052036    -0.032432     0.027703      0.96982
ENT6         COVAR   13136     -0.03849    -0.019287     0.033242      0.87653
ENT5         COVAR   13136     -0.04574    -0.017368     0.039211      0.87828
ENT4         COVAR   13136    0.0025689    0.0010459     0.034857      0.47063
ENT7         COVAR   13136    -0.021292    -0.011973     0.028424      0.77309
ENT3         COVAR   13136     0.021849     0.010048     0.033088      0.25453
ENT2         COVAR   13136    0.0049017    0.0028279     0.027686      0.42974
ENT1         COVAR   13136    0.0016612   0.00095365     0.026672      0.47517
ENTG1        COVAR   13136   -0.0093553   -0.0040137     0.023022      0.65776
ENTG4        COVAR   13136      -0.0124   -0.0030419     0.042985      0.61351
ENTG2        COVAR   13136     0.013516    0.0030542     0.045066      0.38212
ENTG3        COVAR   13136    0.0038849    0.0010353     0.038363      0.45967
ENTG6        COVAR   13136    0.0017615   0.00048438     0.037864      0.48145
ENTG5        COVAR   13136   -0.0053749   -0.0014096     0.040036       0.5534
ENTG7        COVAR   13136     0.031942    0.0082185     0.041535      0.22094
ENMFB        COVAR   13136    0.0084202    0.0032285     0.026972      0.37746
MOL3         COVAR   13136   -0.0032089   -0.0011914     0.029508       0.5433
MOL2         COVAR   13136   -0.0096076   -0.0025845     0.038972      0.59736
MFOL1        COVAR   13136    -0.002386  -0.00062729      0.03695      0.52574
MOL1         COVAR   13136   -0.0019845  -0.00052392     0.040937      0.51933
MFOL2        COVAR   13136   5.9987e-06   1.9262e-06     0.032587      0.49993
NFOL1        COVAR   13136    -0.012152   -0.0041036     0.031037       0.6523
NFOL2        COVAR   13136    -0.021875   -0.0065467     0.032133      0.75198
COP2         COVAR   13136    -0.019381   -0.0043795     0.044391      0.66879
COP1         COVAR   13136    -0.017049   -0.0043878     0.044488      0.64922
HBSER2       COVAR   13136     0.025985     0.015179     0.027228      0.16996
HBSER1       COVAR   13136     0.037082     0.019303     0.037436      0.16096
HBSER3       COVAR   13136     0.023915     0.011571     0.039809      0.27401
HBSER4       COVAR   13136   0.00057205   0.00029382     0.030836       0.4926
HBSER5       COVAR   13136     0.005599     0.003344     0.026632      0.41674
TEGLU15      COVAR   13136    -0.024704      -0.0117     0.039284      0.73527
TEGLU16      COVAR   13136    -0.055479    -0.025869     0.037985      0.92792
