# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
B_cell_Jchain_high                  COVAR   12577     -0.23099    -0.030225     0.095499       0.9922 B_cell_Jchain_high
B_cell_Vpreb3_high                  COVAR   12577     -0.13312    -0.015801      0.12777      0.85126 B_cell_Vpreb3_high
Dendritic_cell                      COVAR   12577     0.042179    0.0047482     0.086003      0.31192 Dendritic_cell
Endothelial_cell                    COVAR   12577     -0.16387    -0.016217      0.10237      0.94528 Endothelial_cell
Erythroblast_Car1_high              COVAR   12577    -0.013499    -0.003703     0.052539      0.60138 Erythroblast_Car1_high
Erythroblast_Car2_high              COVAR   12577      0.12857     0.015723      0.10466      0.10964 Erythroblast_Car2_high
Granulocyte_monocyte_progeni...     COVAR   12577     -0.12493    -0.019206      0.11629      0.85864 Granulocyte_monocyte_progenitor_cell
Macrophage_Ms4a6c_high              COVAR   12577     0.086498     0.011293       0.1423      0.27164 Macrophage_Ms4a6c_high
Macrophage_Retnla_high              COVAR   12577      0.16356     0.021153     0.090729     0.035732 Macrophage_Retnla_high
Muscle_cell_Tnnc1_high              COVAR   12577     0.054262    0.0085564     0.059167      0.17955 Muscle_cell_Tnnc1_high
Muscle_cell_Tnnc2_high              COVAR   12577      -0.1051    -0.015173     0.071452      0.92933 Muscle_cell_Tnnc2_high
Muscle_progenitor_cell              COVAR   12577      0.11691     0.011156      0.12736      0.17932 Muscle_progenitor_cell
Neutrophil_Camp_high                COVAR   12577     -0.12887    -0.014845      0.11729      0.86403 Neutrophil_Camp_high
Neutrophil_Prg2_high                COVAR   12577    0.0010934   0.00019401     0.047384      0.49079 Neutrophil_Prg2_high
Neutrophil_Retnlg_high              COVAR   12577    -0.031369   -0.0038912     0.081828      0.64927 Neutrophil_Retnlg_high
Stromal_cell                        COVAR   12577     0.030259    0.0033223     0.096958      0.37749 Stromal_cell
T_cell                              COVAR   12577    0.0062421     0.000797     0.071043      0.46499 T_cell
