# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 11451
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Astro          COVAR   11451     0.030492     0.012519     0.033577      0.18191
Ependy_C       COVAR   11451     0.018399    0.0090242     0.026378      0.24275
Ependy_Sec     COVAR   11451     0.024688     0.014889     0.024941      0.16113
Macrophage     COVAR   11451    0.0098287    0.0042223     0.028668      0.36586
Microglia      COVAR   11451    -0.016416   -0.0068764     0.030176      0.70677
Neuron         COVAR   11451   -0.0022075    -0.001537     0.019022      0.54619
NSC            COVAR   11451   0.00084213   0.00037801     0.028374      0.48816
Oligo          COVAR   11451    -0.022462    -0.013651     0.024407      0.82128
OPC            COVAR   11451    0.0024348     0.001449     0.024963      0.46115
Vascular       COVAR   11451    -0.038049    -0.015704     0.035087       0.8609
