# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12856
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Ependymal             COVAR   12856  -0.00052509   -0.0013642    0.0057223      0.53656
Neuron                COVAR   12856   -0.0011209   -0.0029914    0.0063973      0.56954
Neurogenesis          COVAR   12856   -0.0039769    -0.010848    0.0063577      0.73418
Oligodendrocyte       COVAR   12856    0.0077503     0.020372    0.0070941      0.13732
Astrocyte             COVAR   12856    0.0020767    0.0053549    0.0078787      0.39605
Polydendrocyte        COVAR   12856    0.0060368     0.015898     0.007481      0.20986
Macrophage            COVAR   12856    0.0046306     0.014147     0.003787      0.11072
Microglia             COVAR   12856    -0.005067    -0.013541    0.0062724       0.7904
Endothelial_stalk     COVAR   12856   -0.0048685     -0.01317    0.0065046      0.77291
Mural                 COVAR   12856   -0.0041943    -0.011142    0.0064185      0.74326
Endothelial_tip       COVAR   12856   -0.0045662    -0.012749    0.0059109      0.78008
