# MEAN_SAMPLE_SIZE = 54884
# TOTAL_GENES = 12058
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE           TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_Aqp4        COVAR   12058     0.018447     0.024616    0.0086146     0.016132
Endo_Xdh          COVAR   12058    0.0044411    0.0054101    0.0083442      0.29729
Igtp              COVAR   12058    0.0017065    0.0034384     0.012133      0.44408
L2_3_Ptgs2        COVAR   12058    -0.011629    -0.023612     0.014957      0.78156
L2_Ngb            COVAR   12058    0.0092664     0.018611      0.01351       0.2464
L4_Arf5           COVAR   12058   -0.0073038    -0.014309      0.01175      0.73288
L4_Ctxn3          COVAR   12058  -9.3183e-05  -0.00017563     0.016349      0.50227
L4_Scnn1a         COVAR   12058   -0.0056911    -0.011043     0.015683      0.64165
L5_Ucma           COVAR   12058    0.0085159     0.017257      0.01426      0.27519
L5a_Batf3         COVAR   12058   -0.0059836     -0.01228     0.016975      0.63776
L5a_Hsd11b1       COVAR   12058    -0.030665    -0.062556     0.015591      0.97538
L5a_Pde1c         COVAR   12058     0.029311      0.05963     0.015342     0.028046
L5a_Tcerg1l       COVAR   12058    -0.020892    -0.042922     0.016819      0.89291
L5b_Cdh13         COVAR   12058    0.0048909     0.010308     0.014609      0.36889
L5b_Chrna6        COVAR   12058     -0.02009    -0.042942     0.011675      0.95733
L5b_Tph2          COVAR   12058     0.011178     0.024004     0.013234      0.19918
L6a_Car12         COVAR   12058     -0.01104    -0.022531     0.013748      0.78903
L6a_Mgp           COVAR   12058   -0.0012316   -0.0025271     0.015139      0.53242
L6a_Sla           COVAR   12058    0.0092293     0.018413     0.016921      0.29273
L6a_Syt17         COVAR   12058  -0.00080316   -0.0016752     0.013185      0.52429
L6b_Rgs12         COVAR   12058   0.00014879   0.00031969     0.012445      0.49523
L6b_Serpinb11     COVAR   12058    -0.015043    -0.031843     0.013415      0.86892
Micro_Ctss        COVAR   12058   -0.0016962   -0.0020107    0.0080055       0.5839
Ndnf_Car4         COVAR   12058    0.0027367    0.0053153       0.0161      0.43251
Ndnf_Cxcl14       COVAR   12058     0.019334     0.036736     0.017314      0.13209
Oligo_96.Rik      COVAR   12058   0.00084123    0.0014749    0.0070726      0.45266
Oligo_Opalin      COVAR   12058    0.0060664    0.0086429    0.0081951      0.22958
OPC_Pdgfra        COVAR   12058     0.011762     0.016269    0.0090832     0.097681
Pvalb_Cpne5       COVAR   12058    -0.013219    -0.026434     0.012722       0.8506
Pvalb_Gpx3        COVAR   12058    -0.015074    -0.030361     0.016797      0.81525
Pvalb_Obox3       COVAR   12058  -0.00049758  -0.00099816     0.012007      0.51653
Pvalb_Rspo2       COVAR   12058    -0.011394    -0.024099     0.013348      0.80334
Pvalb_Tacr3       COVAR   12058   -0.0013716   -0.0029098     0.013782      0.53964
Pvalb_Tpbg        COVAR   12058   -0.0011856   -0.0024457     0.013906      0.53397
Pvalb_Wt1         COVAR   12058   -0.0045578   -0.0095821     0.013398      0.63314
Smad3             COVAR   12058    0.0025511    0.0051705     0.011777      0.41425
SMC_Myl9          COVAR   12058    0.0091205     0.012073    0.0087774       0.1494
Sncg              COVAR   12058   -0.0070073    -0.014493     0.012032      0.71984
Sst_Cbln4         COVAR   12058    -0.026701    -0.053822     0.017168      0.94004
Sst_Cdk6          COVAR   12058    0.0070651     0.014403     0.014117      0.30838
Sst_Chodl         COVAR   12058    -0.006925    -0.014401     0.011995      0.71813
Sst_Myh8          COVAR   12058    0.0015284     0.003029     0.016097      0.46218
Sst_Tacstd2       COVAR   12058   0.00041235   0.00087232     0.013794      0.48808
Sst_Th            COVAR   12058  -0.00031827  -0.00062871     0.015074      0.50842
Vip_Chat          COVAR   12058   -0.0062607    -0.011235     0.015204      0.65975
Vip_Gpc3          COVAR   12058    0.0058834     0.010814     0.015114      0.34855
Vip_Mybpc1        COVAR   12058    0.0024758    0.0045222     0.013663      0.42811
Vip_Parm1         COVAR   12058     0.013311     0.023333     0.015378      0.19337
Vip_Sncg          COVAR   12058    -0.019757     -0.03914     0.012589       0.9417
