# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12856
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Neuron                COVAR   12856    0.0006413    0.0016826    0.0056007      0.45442
Oligodendrocyte       COVAR   12856    0.0046749     0.012272    0.0073723      0.26301
Microglia             COVAR   12856    0.0031516    0.0087957    0.0052575      0.27445
Macrophage            COVAR   12856    0.0058263     0.016404    0.0050822      0.12582
Polydendrocyte        COVAR   12856    0.0052831     0.013133    0.0082567      0.26114
Mitotic               COVAR   12856    0.0016098    0.0052767    0.0034237      0.31911
Astrocyte             COVAR   12856    0.0024053    0.0062481    0.0073613      0.37193
Ependymal             COVAR   12856   -0.0061255    -0.017891    0.0042167      0.92683
Endothelial_stalk     COVAR   12856    -0.010192    -0.027585    0.0065486      0.94018
Mural                 COVAR   12856   -0.0069965    -0.018317    0.0063271      0.86558
Endothelial_tip       COVAR   12856    0.0019459     0.005253    0.0061416      0.37568
