# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12856
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Neuron                COVAR   12856    -0.001097    -0.002874    0.0055301      0.57862
Oligodendrocyte       COVAR   12856    0.0030749    0.0077945     0.007853       0.3477
Endothelial_stalk     COVAR   12856    -0.008229     -0.02215    0.0064473      0.89907
Mural                 COVAR   12856   0.00013577   0.00035318    0.0063745       0.4915
Endothelial_tip       COVAR   12856    0.0021627    0.0054003     0.005669      0.35142
Polydendrocyte        COVAR   12856     0.011035     0.028994    0.0075224     0.071204
Astrocyte             COVAR   12856   0.00030588   0.00077161    0.0066769      0.48173
Ependymal             COVAR   12856   0.00023567   0.00073286    0.0036599      0.47433
Macrophage            COVAR   12856   0.00058224    0.0016726    0.0050941       0.4545
Microglia             COVAR   12856   -0.0015479   -0.0047897      0.00346      0.67269
