# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12856
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Neuron                COVAR   12856    0.0011664    0.0030319     0.006169      0.42502
Ependymal             COVAR   12856  -0.00024742  -0.00064938    0.0054381      0.51814
Astrocyte             COVAR   12856    0.0095682     0.024707    0.0069692     0.084902
Polydendrocyte        COVAR   12856    0.0082072     0.021923    0.0076466      0.14158
Endothelial_stalk     COVAR   12856   -0.0064076    -0.017154     0.006223       0.8484
Mural                 COVAR   12856   -0.0062578    -0.016397    0.0069419      0.81632
Endothelial_tip       COVAR   12856    0.0026226    0.0070946    0.0059675      0.33016
Macrophage            COVAR   12856   -0.0050314     -0.01449    0.0047678      0.85434
Microglia             COVAR   12856   0.00017524   0.00049114    0.0055426      0.48739
Oligodendrocyte       COVAR   12856    0.0053531     0.013603     0.008302      0.25954
