# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                         TYPE  NGENES         BETA     BETA_STD           SE            P
Dendritic_cell_S100a4_high      COVAR   12577    0.0045124    0.0004363        0.182      0.49011
Dendritic_cell_Siglech_high     COVAR   12577     0.088636    0.0098027      0.12498      0.23911
Erythroblast                    COVAR   12577   -0.0033202   -0.0012929     0.038747      0.53414
Granulocyte                     COVAR   12577      0.11545     0.010363      0.14111      0.20664
Macrophage                      COVAR   12577      0.21152     0.025891      0.10742     0.024486
Marginal_zone_B_cell            COVAR   12577     0.026077    0.0022418      0.24044      0.45682
Monocyte                        COVAR   12577     0.035378    0.0036273      0.16457       0.4149
Neutrophil                      COVAR   12577    -0.018203    -0.002909     0.080747      0.58918
NK_cell                         COVAR   12577     -0.19446    -0.015408       0.1963      0.83906
Plasma_cell                     COVAR   12577      0.04797    0.0067241      0.10912      0.33011
T_cell                          COVAR   12577     -0.26158    -0.021444      0.25104      0.85128
