# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12788
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Astro                 COVAR   12788      0.01049     0.015366    0.0069608     0.065911
Endo                  COVAR   12788    0.0027101    0.0040811    0.0065057       0.3385
L2.3_ALM_Agmat        COVAR   12788     -0.01539    -0.035172     0.010387      0.93078
L2.3_ALM_Cbln4        COVAR   12788    0.0026378    0.0062728    0.0090372      0.38519
L2.3_ALM_Cdh13        COVAR   12788    0.0036912    0.0085961     0.010424      0.36163
L4_Sparcl1            COVAR   12788   -0.0075898    -0.017841    0.0069322       0.8632
L5_ALM_Aldh3b1_1      COVAR   12788   -0.0024711    -0.005666     0.012855      0.57622
L5_ALM_Aldh3b1_2      COVAR   12788   -0.0073326    -0.017007      0.01169      0.73475
L5_ALM_Aldh3b1_3      COVAR   12788   -0.0022292   -0.0052468     0.010842      0.58145
L5_ALM_Arhgap25_1     COVAR   12788     0.015984     0.037085     0.012443     0.099489
L5_ALM_Arhgap25_2     COVAR   12788   0.00083246    0.0019467     0.011517      0.47119
L5_ALM_Arhgap25_3     COVAR   12788    -0.010155    -0.023527     0.011027      0.82144
L5_ALM_Hapln1         COVAR   12788    0.0078689      0.02049    0.0054836     0.075659
L5_ALM_Oprk1          COVAR   12788   -0.0095695    -0.022912    0.0078225      0.88939
L5_ALM_Pld5_1         COVAR   12788   -0.0061003    -0.013752     0.012594      0.68594
L5_ALM_Pld5_2         COVAR   12788    -0.010257    -0.023645     0.011563      0.81246
L5_ALM_Slc17a8        COVAR   12788    0.0019391    0.0049524    0.0047473      0.34147
L5_ALM_Trh            COVAR   12788    -0.010584    -0.025193    0.0066493      0.94426
L5a_Batf3             COVAR   12788    0.0001767   0.00043238    0.0076388      0.49077
L5a_Hsd11b1_low       COVAR   12788   0.00067193    0.0012846    0.0070547      0.46206
L6a_ALM_Foxp2         COVAR   12788    0.0035042    0.0080546     0.011342      0.37868
