# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12788
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE       TYPE  NGENES         BETA     BETA_STD           SE            P
Endo          COVAR   12788    0.0035453    0.0053388    0.0068322      0.30192
Glia          COVAR   12788    0.0077432     0.010746    0.0097385      0.21328
L2_3          COVAR   12788  -4.0521e-05   -9.319e-05     0.011217      0.50144
L4_5          COVAR   12788   -0.0045052   -0.0090822    0.0092441      0.68699
L5_Tshz2      COVAR   12788  -0.00083718   -0.0019028    0.0089431      0.53729
L5a           COVAR   12788   -0.0012597   -0.0028686     0.013447      0.53732
L6a_Foxp2     COVAR   12788     0.010079     0.023097     0.012068      0.20181
L6b           COVAR   12788   -0.0095467    -0.023092    0.0072488      0.90607
Lamp5         COVAR   12788     0.024067     0.054575     0.013079     0.032891
Meis2         COVAR   12788   -0.0025998    -0.004998    0.0060407      0.66654
Pvalb         COVAR   12788   -0.0064706    -0.014855     0.011555      0.71224
SMC           COVAR   12788     0.001304    0.0022627    0.0058656      0.41204
Sst           COVAR   12788    0.0080473     0.017597     0.015503      0.30186
Sst_Chodl     COVAR   12788   -0.0086734    -0.019068     0.010746      0.79019
Vip           COVAR   12788    0.0094242      0.01923     0.015649      0.27352
Vip_Sncg      COVAR   12788  -0.00028998  -0.00063466     0.012552      0.50922
