# MEAN_SAMPLE_SIZE = 54886
# TOTAL_GENES = 12577
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                          TYPE  NGENES         BETA     BETA_STD           SE            P
Antral_mucous_cell_              COVAR   12577     0.012363    0.0020206       0.1458      0.46621
Dendritic_cell                   COVAR   12577     0.018546    0.0036496      0.11676       0.4369
Dividing_cell                    COVAR   12577      0.10539     0.022586      0.14341      0.23123
Epithelial_cell_Gkn3_high        COVAR   12577      0.13245     0.023323      0.11106      0.11653
Epithelial_cell_Krt20_high       COVAR   12577      0.10407      0.02088       0.1417      0.23135
Epithelial_cell_Pla2g1b_high     COVAR   12577    -0.073585     -0.01197     0.076603      0.83161
G_cell                           COVAR   12577    -0.041903   -0.0046972      0.12493      0.63134
Gastric_mucosal_cell             COVAR   12577     -0.11563    -0.019245      0.13496      0.80421
Macrophage                       COVAR   12577    -0.016878   -0.0020084     0.082449       0.5811
Muscle_cell                      COVAR   12577    0.0073073   0.00087404     0.097378      0.47009
Parietal_cell_                   COVAR   12577     -0.13267     -0.03328     0.067882      0.97466
Pit_cell_Gm26917_high            COVAR   12577     0.092536     0.014443      0.12033      0.22094
Pit_cell_Ifrd1_high              COVAR   12577      0.31492     0.062687      0.17009     0.032064
Stomach_cell_Gkn2_high           COVAR   12577      0.21481     0.031015      0.23955      0.18494
Stomach_cell_Mt2_high            COVAR   12577      0.29292     0.057502      0.21859     0.090129
Stomach_cell_Muc5ac_high         COVAR   12577     0.037506    0.0066477      0.17184      0.41361
Tuft_cell                        COVAR   12577     0.042124     0.008427     0.097651       0.3331
