# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12811
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                        TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_Aqp4                     COVAR   12811     0.011857     0.023472    0.0053689     0.013617
CR_Lhx5                        COVAR   12811     0.010072     0.020918    0.0063989     0.057761
Endo_Ctla2a                    COVAR   12811  -0.00042799  -0.00078183    0.0053437      0.53192
Endo_Cytl1                     COVAR   12811    0.0043613    0.0098844    0.0040437      0.14041
L2.3_IT_ALM_Macc1_Lrg1         COVAR   12811   -0.0077682    -0.021946    0.0093313      0.79742
L2.3_IT_ALM_Ptrf               COVAR   12811    -0.010383    -0.029179     0.009134      0.87217
L2.3_IT_ALM_Sla                COVAR   12811    0.0037903     0.010705    0.0090681      0.33798
L2.3_IT_VISp_Adamts2           COVAR   12811   -0.0043332    -0.012466    0.0058694      0.76982
L2.3_IT_VISp_Agmat             COVAR   12811    -0.012086    -0.033419    0.0078002      0.93935
L2.3_IT_VISp_Rrad              COVAR   12811  -0.00048834   -0.0014552    0.0055621      0.53498
L4_IT_VISp_Rspo1               COVAR   12811   -0.0052261    -0.014717    0.0057401       0.8187
L5_IT_ALM_Cbln4_Fezf2          COVAR   12811   -0.0033112   -0.0092747     0.010608      0.62253
L5_IT_ALM_Cpa6_Gpr88           COVAR   12811    0.0045905     0.012956     0.010395      0.32938
L5_IT_ALM_Gkn1_Pcdh19          COVAR   12811   -0.0044858    -0.012644    0.0097341      0.67754
L5_IT_ALM_Lypd1_Gpr88          COVAR   12811   4.4429e-05   0.00012438    0.0098736       0.4982
L5_IT_ALM_Npw                  COVAR   12811    -0.012735    -0.035841    0.0096052      0.90754
L5_IT_ALM_Pld5                 COVAR   12811   -0.0054099    -0.015091     0.010261      0.70098
L5_IT_ALM_Tmem163_Arhgap25     COVAR   12811    0.0025441     0.007186    0.0096634      0.39617
L5_IT_ALM_Tmem163_Dmrtb1       COVAR   12811   -0.0041995    -0.011851    0.0094425      0.67175
L5_IT_ALM_Tnc                  COVAR   12811   -0.0088486    -0.024821    0.0098105      0.81645
L5_IT_VISp_Batf3               COVAR   12811    0.0076579     0.021742    0.0079063      0.16638
L5_IT_VISp_Col27a1             COVAR   12811    -0.013285    -0.037912    0.0086099      0.93857
L5_IT_VISp_Col6a1_Fezf2        COVAR   12811   -0.0093262      -0.0276    0.0061333      0.93581
L5_IT_VISp_Whrn_Tox2           COVAR   12811    0.0061281     0.018456    0.0057526      0.14338
L5_NP_ALM_Trhr_Nefl            COVAR   12811   -0.0075577    -0.020666     0.010272      0.76906
L5_NP_VISp_Trhr_Cpne7          COVAR   12811   -0.0058388    -0.016163    0.0070106      0.79753
L5_NP_VISp_Trhr_Met            COVAR   12811       0.0011    0.0032577    0.0031714      0.36435
L5_PT_ALM_Hpgd                 COVAR   12811     0.011736     0.032782    0.0096861      0.11283
L5_PT_ALM_Npsr1                COVAR   12811     0.011745     0.032996    0.0093929      0.10559
L5_PT_ALM_Slco2a1              COVAR   12811      0.01404     0.038924    0.0094643     0.068988
L6_CT_ALM_Cpa6                 COVAR   12811    0.0011497    0.0031881      0.01045       0.4562
L6_CT_ALM_Nxph2_Sla            COVAR   12811    0.0047306     0.013292     0.010582      0.32743
L6_CT_VISp_Ctxn3_Sla           COVAR   12811     0.014674     0.046478    0.0047207   0.00094256
L6_CT_VISp_Gpr139              COVAR   12811  -0.00017235  -0.00053261    0.0050456      0.51362
L6_CT_VISp_Krt80_Sla           COVAR   12811   -0.0051731    -0.014992    0.0067642      0.77779
L6_CT_VISp_Nxph2_Wls           COVAR   12811    0.0037233     0.011018    0.0050343      0.22979
L6_IT_ALM_Oprk1                COVAR   12811    -0.012802    -0.036126    0.0098316      0.90356
