# MEAN_SAMPLE_SIZE = 54885
# TOTAL_GENES = 12811
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Astro          COVAR   12811     0.012504     0.024752    0.0057081     0.014254
CR             COVAR   12811     0.010227      0.02124    0.0068699     0.068305
Endo           COVAR   12811   -0.0010952   -0.0019973    0.0057277      0.57582
L2.3_IT        COVAR   12811   -0.0060111    -0.016859    0.0086188      0.75723
L4             COVAR   12811    -0.006701    -0.018871    0.0058697      0.87318
L5_IT          COVAR   12811   -0.0073175    -0.020381    0.0093846      0.78222
L5_PT          COVAR   12811    0.0089671     0.024828    0.0090196      0.16008
L6_CT          COVAR   12811   -0.0013268   -0.0036803    0.0096317      0.55478
L6_IT          COVAR   12811    -0.012383    -0.034775    0.0088852      0.91828
L6b            COVAR   12811    0.0012767    0.0035461    0.0092098      0.44487
Lamp5          COVAR   12811    0.0021799    0.0059144     0.010168      0.41512
Macrophage     COVAR   12811  -0.00039261   -0.0006706    0.0057587      0.52718
Meis2          COVAR   12811     0.010074     0.020907    0.0075851     0.092088
NP             COVAR   12811    -0.010776    -0.029394    0.0095348      0.87079
Oligo          COVAR   12811    0.0025145    0.0049334    0.0068148      0.35608
Peri           COVAR   12811    0.0028653    0.0056899    0.0046689      0.26971
Pvalb          COVAR   12811    -0.013457    -0.036837    0.0091426      0.92947
Serpinf1       COVAR   12811   -0.0033751   -0.0090808    0.0096137      0.63723
SMC            COVAR   12811   -0.0061015    -0.011294    0.0058847      0.85008
Sncg           COVAR   12811   -0.0035925   -0.0098631    0.0091678      0.65242
Sst            COVAR   12811   -0.0055377    -0.014976     0.010159      0.70716
Vip            COVAR   12811   -0.0014162   -0.0035994     0.010985      0.55129
VLMC           COVAR   12811    0.0038445    0.0065467     0.006287      0.27044
