# MEAN_SAMPLE_SIZE = 54896
# TOTAL_GENES = 10389
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE              TYPE  NGENES         BETA     BETA_STD           SE            P
Astrocytes           COVAR   10389     0.086421     0.013252     0.083734      0.15103
Cajal_Retzius        COVAR   10389    -0.030221    -0.005237      0.10355       0.6148
Cck_Tox              COVAR   10389     -0.12184    -0.028019     0.078401       0.9399
Endothelial          COVAR   10389     0.013059    0.0034513     0.049835      0.39665
GABA_Cnr             COVAR   10389    -0.058432    -0.021776     0.053519      0.86253
GABA_Lhx             COVAR   10389    0.0070597    0.0028067     0.052474      0.44649
Granule_immature     COVAR   10389     -0.14286    -0.034866      0.09197      0.93982
Granule_mature       COVAR   10389     -0.19518    -0.036509      0.10991       0.9621
Microglia            COVAR   10389    -0.018504   -0.0027802     0.074078      0.59863
Mossy_Adcyap         COVAR   10389     0.001025   0.00056013      0.03554       0.4885
Mossy_Cyp26b         COVAR   10389    -0.028684     -0.01703     0.029557      0.83408
Mossy_Klk            COVAR   10389     -0.22203    -0.036632      0.10641      0.98152
Neuroblast           COVAR   10389      0.10402     0.026709     0.086931      0.11575
Neuroblast2          COVAR   10389       0.0531     0.012129     0.095219      0.28854
NFOL                 COVAR   10389   -0.0045166   -0.0010394     0.065084      0.52766
nIPC                 COVAR   10389     0.081654     0.020826     0.057837     0.079022
OL                   COVAR   10389    -0.007837   -0.0017663     0.055208      0.55644
OPC                  COVAR   10389     0.081853      0.01153      0.10701      0.22216
Pericytes            COVAR   10389    -0.054531    -0.009487     0.072234      0.77484
PVM                  COVAR   10389      0.04323    0.0077694     0.060948      0.23908
Radial               COVAR   10389     0.098751     0.012986       0.1103      0.18532
VLMC                 COVAR   10389     0.018345     0.004202     0.054536      0.36829
