# MEAN_SAMPLE_SIZE = 26643
# TOTAL_GENES = 15564
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                 SET      21     0.036256    0.0013309      0.17949      0.41996 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                 SET      29      0.07866    0.0033923      0.18069      0.33167 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_DN                 SET       6      0.11887    0.0023336      0.39664       0.3822 ABBUD_LIF_SIGNALING_2_DN
ABBUD_LIF_SIGNALING_2_UP                 SET      12    -0.050516   -0.0014022      0.26961      0.57431 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS               SET      15      0.11221     0.003482      0.20792      0.29471 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...          SET      12     -0.86129    -0.023907      0.29435      0.99828 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                            SET      30      0.15044    0.0065985      0.17808      0.19913 ABE_INNER_EAR
ABE_VEGFA_TARGETS                        SET      15     0.082158    0.0025494      0.21661      0.35224 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                    SET      27   -0.0060913  -0.00025349      0.15143      0.51604 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                  SET      21    -0.094484   -0.0034684      0.18721      0.69311 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1         SET      19     -0.36328    -0.012685      0.20316      0.96312 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2         SET      22      0.21812    0.0081951      0.19732       0.1345 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE              SET      35    -0.054608   -0.0025868      0.14513      0.64664 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                  SET     422     0.060472    0.0098218     0.041931     0.074641 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                  SET     811     0.037441    0.0083212     0.030961      0.11329 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1         SET     140      0.11521     0.010878      0.07809      0.07007 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2         SET     225      0.05936    0.0070856     0.064183      0.17753 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3         SET      85      0.04219    0.0031095       0.0942      0.32712 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4         SET     111     0.019461    0.0016376     0.087343      0.41184 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
ACEVEDO_LIVER_TUMOR_VS_NORMA...1         SET     223    -0.053301   -0.0063344     0.057518      0.82295 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN
ACEVEDO_LIVER_TUMOR_VS_NORMA...2         SET     715  -0.00036914  -7.7284e-05     0.031954      0.50461 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP
ACEVEDO_METHYLATED_IN_LIVER_...          SET     619     0.082647     0.016152     0.037973     0.014769 ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...1         SET     280     0.032608    0.0043342     0.049623      0.25556 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...2         SET     147    -0.040158   -0.0038844     0.071741      0.71218 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP
ACOSTA_PROLIFERATION_INDEPEN...1         SET      81    -0.033489   -0.0024097     0.095671      0.63684 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN
ACOSTA_PROLIFERATION_INDEPEN...2         SET      72      0.06452    0.0043783     0.098256      0.25571 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP
ADDYA_ERYTHROID_DIFFERENTIAT...          SET      56    -0.083347   -0.0049906      0.12082      0.75484 ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
AFFAR_YY1_TARGETS_DN                     SET     210     0.097487     0.011248     0.063195      0.06147 AFFAR_YY1_TARGETS_DN
AFFAR_YY1_TARGETS_UP                     SET     154      0.06861    0.0067911     0.073202      0.17432 AFFAR_YY1_TARGETS_UP
AGARWAL_AKT_PATHWAY_TARGETS              SET       9     -0.14045   -0.0033765      0.28846      0.68683 AGARWAL_AKT_PATHWAY_TARGETS
AGUIRRE_PANCREATIC_CANCER_CO...1         SET     202    -0.015404   -0.0017436     0.067467       0.5903 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN
AGUIRRE_PANCREATIC_CANCER_CO...2         SET     241     0.038406    0.0047421     0.062995      0.27105 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP
AIGNER_ZEB1_TARGETS                      SET      27     -0.27875      -0.0116      0.18289      0.93625 AIGNER_ZEB1_TARGETS
AIYAR_COBRA1_TARGETS_DN                  SET      22      0.23852    0.0089616       0.1974      0.11348 AIYAR_COBRA1_TARGETS_DN
AIYAR_COBRA1_TARGETS_UP                  SET      31     -0.13531   -0.0060328      0.17487      0.78046 AIYAR_COBRA1_TARGETS_UP
AKL_HTLV1_INFECTION_DN                   SET      60    -0.074414   -0.0046115      0.11327      0.74439 AKL_HTLV1_INFECTION_DN
AKL_HTLV1_INFECTION_UP                   SET      23      0.18666    0.0071704      0.16958      0.13552 AKL_HTLV1_INFECTION_UP
ALCALAY_AML_BY_NPM1_LOCALIZA...1         SET     159     0.090954    0.0091463     0.071124      0.10049 ALCALAY_AML_BY_NPM1_LOCALIZATION_DN
ALCALAY_AML_BY_NPM1_LOCALIZA...2         SET     112    -0.020055   -0.0016952     0.087326      0.59082 ALCALAY_AML_BY_NPM1_LOCALIZATION_UP
ALCALA_APOPTOSIS                         SET      71    -0.023931   -0.0016127      0.11404       0.5831 ALCALA_APOPTOSIS
