ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000171722	C1orf111	-0.210685398215451	0.161312315363453	-0.200070347106747	-0.342312656722834	-0.130050660869123	-0.0691883462799941	0.175287608301171	-0.0386335956262983	-0.0146958456822375	-0.148151746967762	-0.0915053189549768	-0.294771071256159	-0.130325806533336	0.082419691891491	-0.174825088890004	-0.324112663843811	0.0705425454055175	-0.214390326750379	-0.241861949653085	0.991570540634675	-0.0141061271728234	0.254915735064271	-0.0804237711380678	-0.0997316995916946	-0.331644613381843	0.129995208864945	4.95606850697144	-0.24873718699816	-0.0847764190775737	-0.103225134764625
ENSG00000239887	C1orf226	-0.233247663451323	0.216554340740397	0.122996258519936	-1.59147887796327	0.563799729415439	-0.451703520821614	0.895783520234269	0.639629303911445	1.57366017981915	0.490589375988634	0.691802322149041	-0.748891220923023	0.923596774665306	1.48915366082441	0.248375889827448	-1.69935363878525	0.791652149013513	-0.524808722834281	-0.66603167445085	1.68910462264917	1.04173392647325	1.15080345430244	0.0628720779153777	1.10117617398572	-1.2956894845462	1.29441067961265	0.427980634041166	-0.840477105330479	0.342305170215848	0.00758177793457083
ENSG00000143248	RGS5	0.700372265196265	0.387561778314167	0.69771976786805	-4.24922684610878	0.749674239277283	0.479912336802708	0.632471148363366	0.653978228911757	0.461761221092329	0.422529368285456	0.712410144721025	0.65702722158938	-0.448492781469086	-2.13543447005771	0.359755389860925	0.675183710011227	0.530545538729446	-0.190004784341938	-1.37801368610527	0.584918591936326	0.716690208665213	0.172906773634463	-1.27098590641378	0.502533462906336	-1.02988940163599	0.638436817630463	0.0313655109342812	0.748477061235723	0.671655462005896	0.420778327237135
ENSG00000225755	RP11-267N12.2	-0.00532817624921999	0.00227391171164462	-0.00288504013473925	-0.0112164897748368	-0.00434004901058243	-0.00810539276787246	-0.000545776258960264	-0.00708623973056843	-0.00299757639302292	-0.00469351745380748	0.0163004166002819	-0.0134425587406345	-0.014680167767909	-0.00150684501746616	-0.00470524628108132	-0.0145023936025136	0.0304212193952576	0.00933658950065988	-0.00175636390295504	0.00926759055119736	0.0118401368287322	0.00564656784696138	0.00448650166753007	0.0208707651759579	0.0143318268403804	0.00446020980314604	0.0629141334439309	0.0200005608678975	-0.00155407096425735	0.00935970160401294
ENSG00000232995	RP11-267N12.3	-0.138561937965585	0.089830740683481	0.188543361333871	-0.303306770857475	-0.0405780715609151	-0.163536325327481	0.0519414591051571	0.302275002985778	0.0185905382606097	-0.0318214759116916	0.413645986763137	-0.27870941527484	-0.0554484352160265	-0.295935226032531	-0.0180954302129597	-0.40146544703635	0.316790080467253	0.315140173898353	-0.229543720364806	0.341980359030769	0.616881664758345	0.156042698305576	-0.0109076974437705	0.223676749414543	0.388914038029447	0.0123540059574187	1.51675268270165	0.589790183818571	0.232362738029367	0.088813532301411
ENSG00000237756	RP11-77M5.1	-0.0261228540642675	0.0010540126790298	0.0135843663459576	-0.0497996014709755	-0.0174529983295591	-0.0824704606376094	0.022651517234526	0.0073184900899914	0.00911843303754736	-0.0115084762750236	0.166435654317364	-0.0628784453761074	-0.0569921560849408	-0.0703055544081167	-0.0108761841523699	-0.071297855850624	0.135919441340558	0.0716637453839769	-0.0246899236772829	0.0298350220807364	0.102938798576236	0.0813009998360262	0.0481141997756073	0.106043371964942	0.0764749288952541	-0.000657295069329279	0.294739630623854	0.118504756656859	0.0224166630451255	0.0427927719776093
ENSG00000143228	NUF2	-0.333888223844872	-0.255525850679274	-0.333274956868173	0.456986589300416	-0.477728688811592	-0.493863172463155	-0.363117798074766	-0.168893624917991	0.0376708726362859	0.352374319295464	-0.392671187390114	-0.772789479242993	-0.6294726510849	-0.718490796391616	0.191107849485124	-0.919720885346449	-0.118460883202566	-0.28972159070528	-0.825905560095873	-0.590714038770793	-0.33851185886439	-0.0520802894852131	1.10326973443759	0.905984402055539	1.27978780443692	-0.0193553145805074	4.3135955487719	-0.415672004342847	-0.402784403083181	0.63655148276888
ENSG00000225122	RP11-408E1.1	-0.0216929269691802	-0.0235088880535143	-0.0244981154311346	-0.0238892338552299	-0.0173758574222432	-0.0229502966236342	-0.0220030607592038	-0.0178995165217638	-0.0222473559087978	-0.0226696954722546	-0.0244981154311346	-0.0240753773437861	-0.0244981154311346	-0.0239345791239727	-0.021758647031617	-0.023035549722724	-0.0232012463289495	-0.0218114977368147	-0.0239713837882652	-0.0200763997785363	-0.0206722270347976	-0.0232773672963141	-0.0232759018123509	-0.0238171616975035	-0.0217138059983637	-0.0233431071872318	1.05698016852671	-0.0224508522408293	-0.0244981154311346	-0.0238885818075099
ENSG00000200327	RNA5SP62	-0.000463032676255348	0.00186756656704051	-0.00152243096337175	-0.00061563299064763	0.00276032803367342	-0.00030145709497548	9.67075025387018e-05	-0.00152243096337175	0.000963454639463769	-0.000329827089695913	-0.00152243096337175	-0.000248271476678645	-0.00152243096337175	-0.00152243096337175	-0.000696358120219676	-0.000661370617847459	8.85400419034663e-05	-0.00152243096337175	-0.000476322672512445	-0.00152243096337175	0.000436990543678271	0.00353094496744655	-0.000781510687629732	-0.00152243096337175	9.99664804347882e-05	-0.000692474444756281	0.00731357168307038	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175
ENSG00000212527	RNA5SP63	-0.000319608586249815	0.000916300366860352	-0.000684258057049408	-0.000684258057049408	0.00146221302972202	-0.000219055413296938	-0.000684258057049408	-0.000684258057049408	0.00126999996195319	-0.000459077147250257	-0.000684258057049408	-0.000525470154043239	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	0.000861761531433187	-0.000684258057049408	-0.000684258057049408	0.00115797626838403	0.00144576154584939	-0.000684258057049408	-0.000136824768169135	0.00117309751318483	-0.000684258057049408	0.000798380052625283	0.00234240342540588	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408
