ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000171722	C1orf111	-0.198798721125716	-0.225252619861466	0.161312315363453	0.0194258762021706	-0.18260216959767	-0.208423966932393	-0.200070347106747	-0.287633352998038	-0.198449636431691	-0.307234937116111	0.439614721794401	0.663022310758182	-0.104303802961161	-0.156211911810705	-0.238467170966093	0.0150912329335125	-0.193186762757874	-0.336770030095875	-0.195933380351809	-0.230096277098609	0.175287608301171	-0.35220317074342	-0.367949851626724	-0.0131098277068674	-0.0616049867537861	-0.00179751204901454	-0.0265457925915777	-0.149300724816243	-0.108927058669053	-0.18958637864272	-0.0915053189549768	-0.283039337234053	-0.306421334903111	-0.132247373099787	-0.0894925169962604	0.082419691891491	-0.174825088890004	0.254915735064271	-0.324112663843811	0.0705425454055175	-0.214390326750379	-0.241861949653085	0.991570540634675	-0.0141061271728234	-0.00322733858093175	0.0484637782721848	-0.0997316995916946	-0.331644613381843	0.129995208864945	4.95606850697144	-0.24873718699816	-0.0847764190775737	-0.103225134764625	-0.3364042171026
ENSG00000239887	C1orf226	-0.214141374728512	-0.256662579205895	0.216554340740397	1.00063616708465	0.323714401115666	0.366072938644471	0.122996258519936	-0.97295268294259	-0.775991618945363	-1.3443287068852	0.700321427640868	1.21481507116219	-0.474061011104053	-0.782435564352303	-0.59733759001402	-0.142844798582743	-0.949255983346294	-1.49457745278034	0.0777754246759548	-0.453872258567195	0.895783520234269	-2.07282505288684	-2.24284260372619	0.520745549118787	0.746624683224838	1.6231799629404	1.52816540370035	0.611825224612794	0.447264979858638	0.449000243208222	0.691802322149041	-0.75815542954402	-0.739691347084117	0.889153245091158	1.65552177811594	1.48915366082441	0.248375889827448	1.15080345430244	-1.69935363878525	0.791652149013513	-0.524808722834281	-0.66603167445085	1.68910462264917	1.04173392647325	0.755131684935275	1.00191138074605	1.10117617398572	-1.2956894845462	1.29441067961265	0.427980634041166	-0.840477105330479	0.342305170215848	0.00758177793457083	-1.44136326434374
ENSG00000143248	RGS5	0.717697995219304	0.679139438938826	0.387561778314167	0.750771946625251	0.746982815939893	0.749933261941915	0.69771976786805	0.517451731399487	0.668387325891941	0.667399850513702	0.135108728340096	-0.0894777719158336	0.427878842779255	0.70860684350164	0.578296280323222	0.515170562054276	0.432298737026237	0.691563985996592	0.535259527662553	0.658675087913545	0.632471148363366	-3.6065190111144	-3.90420563061635	0.600535786552824	0.702076427034796	0.711010914453379	0.232770739260626	0.748099551957184	-0.0933053071688888	0.741363205179171	0.712410144721025	0.662237699004267	0.651852928045431	-0.493756381670994	0.513358722821462	-2.13543447005771	0.359755389860925	0.172906773634463	0.675183710011227	0.530545538729446	-0.190004784341938	-1.37801368610527	0.584918591936326	0.716690208665213	-0.692446863521194	-0.0902853317176411	0.502533462906336	-1.02988940163599	0.638436817630463	0.0313655109342812	0.748477061235723	0.671655462005896	0.420778327237135	-4.32874166928187
ENSG00000225755	RP11-267N12.2	-0.00212968734913862	-0.00924795100107573	0.00227391171164462	-0.00528418548500949	-0.00517203129164323	-0.00342369500695183	-0.00288504013473925	-0.0179702446311329	-0.0166647417743615	-0.010717595360781	0.0141243311887902	0.0192958603363929	-0.0111572946761683	-0.0144725269705906	-0.0114861776908008	-0.0118457304257974	-0.0160153340693853	-0.0144670375660026	-0.00980274753532944	-0.013027672473495	-0.000545776258960264	0.000407145974585743	0.0283221384063297	-0.00658136944635984	-0.00754062298635616	-0.0031220360802112	-0.00288323288730561	-0.0054313747793919	-0.000286156818219165	-0.00890592261042371	0.0163004166002819	-0.0113878066057042	-0.0154830417635166	-0.0142646389847199	-0.0235101544106766	-0.00150684501746616	-0.00470524628108132	0.00564656784696138	-0.0145023936025136	0.0304212193952576	0.00933658950065988	-0.00175636390295504	0.00926759055119736	0.0118401368287322	0.00479258630482564	0.00715571728567189	0.0208707651759579	0.0143318268403804	0.00446020980314604	0.0629141334439309	0.0200005608678975	-0.00155407096425735	0.00935970160401294	-0.0203287034218871
ENSG00000232995	RP11-267N12.3	-0.116800721547405	-0.165230489694334	0.089830740683481	-0.0263767690158972	0.0463834230767067	-0.0813106830427807	0.188543361333871	-0.206520299767356	-0.255524969111541	-0.162428494431774	-0.11167778932319	-0.129841999402775	-0.270068601928196	-0.230253160190731	-0.125564865867931	-0.128762819939478	-0.19720383954562	-0.201502476459791	0.0974116205615488	-0.132165168975977	0.0519414591051571	0.131468337544377	0.575120953103745	0.172106095241749	0.419427019955404	0.0440298126699238	-0.0047810118740556	-0.00142779006484411	-0.0459161926060572	-0.0387633485858565	0.413645986763137	-0.217429311328934	-0.339563962943344	-0.0766047868851603	0.394124037753067	-0.295935226032531	-0.0180954302129597	0.156042698305576	-0.40146544703635	0.316790080467253	0.315140173898353	-0.229543720364806	0.341980359030769	0.616881664758345	-0.080845414026015	-0.0530120352730868	0.223676749414543	0.388914038029447	0.0123540059574187	1.51675268270165	0.589790183818571	0.232362738029367	0.088813532301411	-0.505752365518736
ENSG00000237756	RP11-77M5.1	-0.000528773861144369	-0.0574886122429564	0.0010540126790298	-0.0252358487750045	-0.00230266776748491	-0.0178661023151781	0.0135843663459576	-0.0963596121312233	-0.0952782875061155	-0.0938209420608238	-0.0823794838112092	-0.0268426451423028	-0.0769983475793113	-0.0947255938624637	-0.0806007478058404	-0.0975194356618217	-0.0890276848300963	-0.0937577898308261	-0.0667201905287098	-0.0897232400350242	0.022651517234526	0.0092459976967907	0.133924472178194	0.0143314152949927	0.00100685740549025	0.0013058559286591	0.0162959977213289	0.00167390894504724	-0.0103063444999555	-0.0224028016977214	0.166435654317364	-0.0592931706101071	-0.0664388224006772	-0.0576038212577517	-0.0439942711627092	-0.0703055544081167	-0.0108761841523699	0.0813009998360262	-0.071297855850624	0.135919441340558	0.0716637453839769	-0.0246899236772829	0.0298350220807364	0.102938798576236	0.0471674650606862	0.0768751150616784	0.106043371964942	0.0764749288952541	-0.000657295069329279	0.294739630623854	0.118504756656859	0.0224166630451255	0.0427927719776093	-0.0921413085106516
ENSG00000143228	NUF2	-0.317825757356804	-0.353572910132467	-0.255525850679274	-0.394888323032052	-0.264513095753881	-0.608888236851731	-0.333274956868173	-0.521263105377911	-0.557187842700916	-0.506631946709043	-0.519725382861908	-0.571642366720994	-0.491380279988436	-0.443521667118007	-0.520586667919444	-0.555849784293389	-0.513078553023368	-0.553388276807454	-0.11766054183907	-0.447093855795386	-0.363117798074766	2.43336909146187	4.2568281210397	-0.0678447571517581	-0.259837605907602	-0.429809008146466	0.467153620251967	-0.592385104733957	1.84483616792147	-0.568075276775215	-0.392671187390114	-0.743413664737407	-0.801961295036735	-0.624953906196003	-0.725495979973967	-0.718490796391616	0.191107849485124	-0.0520802894852131	-0.919720885346449	-0.118460883202566	-0.28972159070528	-0.825905560095873	-0.590714038770793	-0.33851185886439	0.635086069395168	0.550363682719164	0.905984402055539	1.27978780443692	-0.0193553145805074	4.3135955487719	-0.415672004342847	-0.402784403083181	0.63655148276888	-0.418738478941485
ENSG00000225122	RP11-408E1.1	-0.0218176427116631	-0.0215400867893906	-0.0235088880535143	-0.018028581032181	-0.0234699802670138	-0.0147445360312355	-0.0244981154311346	-0.0220114585030265	-0.0212011332333683	-0.0242340276092438	-0.0235287986139203	-0.0244981154311346	-0.0219976934417956	-0.0219223837871343	-0.0228472373956438	-0.0244981154311346	-0.020464470033221	-0.0242264980551737	-0.0228129393751601	-0.0242055396547126	-0.0220030607592038	-0.0230327521798722	-0.0222399423891695	-0.0244981154311346	-0.0119607775033302	-0.0217684282321153	-0.0226873559664397	-0.0222845610875661	-0.0233118498388011	-0.0222581026971574	-0.0244981154311346	-0.0243508623598246	-0.0238018054181367	-0.0244981154311346	-0.0244981154311346	-0.0239345791239727	-0.021758647031617	-0.0232773672963141	-0.023035549722724	-0.0232012463289495	-0.0218114977368147	-0.0239713837882652	-0.0200763997785363	-0.0206722270347976	-0.0234938987043891	-0.0232628879635324	-0.0238171616975035	-0.0217138059983637	-0.0233431071872318	1.05698016852671	-0.0224508522408293	-0.0244981154311346	-0.0238885818075099	-0.0242693354646266
ENSG00000200327	RNA5SP62	-0.000784365489933769	-6.92366402686699e-05	0.00186756656704051	0.00206592141427419	0.000278003301081071	0.00411137116399413	-0.00152243096337175	0.0042094316032375	-0.000354006293227107	-0.00152243096337175	0.0047448414871599	-0.00152243096337175	0.00162056327728934	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	9.67075025387018e-05	-0.000639103617376296	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.000146322109417994	0.00198302785949554	-0.000185327851703001	0.000679188731377447	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	0.00101703968024576	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.000696358120219676	0.00353094496744655	-0.000661370617847459	8.85400419034663e-05	-0.00152243096337175	-0.000476322672512445	-0.00152243096337175	0.000436990543678271	-0.000693963800431692	-0.000959330207280728	-0.00152243096337175	9.99664804347882e-05	-0.000692474444756281	0.00731357168307038	-0.00152243096337175	-0.00152243096337175	-0.00152243096337175	-0.000406649086999952
ENSG00000212527	RNA5SP63	-0.000684258057049408	0.000127272373343772	0.000916300366860352	-0.000684258057049408	-0.000684258057049408	0.00363782173305596	-0.000684258057049408	-0.000684258057049408	0.00291953721527837	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	0.00075201548426318	-0.000684258057049408	-0.000684258057049408	0.00105296586886024	-0.000684258057049408	0.000316670222127891	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	0.00306541434886937	-0.000684258057049408	-0.000684258057049408	-5.24397761566438e-05	-0.000684258057049408	-0.000684258057049408	-0.000367784944807945	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	0.000861761531433187	-0.000684258057049408	-0.000684258057049408	0.00115797626838403	0.00144576154584939	-0.000684258057049408	8.80751624453594e-06	0.00117309751318483	-0.000684258057049408	0.000798380052625283	0.00234240342540588	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408	-0.000684258057049408
ENSG00000228289	RP4-640E24.1	-0.0344228681616575	0.0121219805543733	-0.0204446802385654	-0.0240077130616509	-0.034180172267703	-0.0337819054016137	0.18450307591534	-0.0377253972245912	-0.0339261954508611	-0.0384743475412539	-0.0413010809159012	-0.0393446211082385	-0.0357812638099494	-0.0335796377962269	-0.032215455966385	-0.0342342168174321	-0.0368843425375143	-0.040046719027828	-0.0358353601703593	-0.00590509614472073	-0.0244929953966691	0.0855660474024566	-0.0372810442562926	0.0795739345838225	0.0662473061875098	0.134911242821365	0.150688400903794	0.1254809458097	0.0239619708453671	0.0880893724081274	-0.0418381636059079	-0.0166604740554895	-0.0283892167975853	-0.00852391975289305	0.0075338369955874	-0.0314335682051663	0.05380763331802	-0.034358551733327	-0.0371654914748866	-0.0411032016079165	-0.0279496318572224	-0.0378050746978438	-0.0278080906451952	0.0871697102350023	-0.0349971760021063	-0.0277081456055084	0.219639606288627	-0.0365282088939158	0.0018318506759563	-0.0166330475492753	-0.0308851941791749	0.103170039342265	0.121341591597237	-0.0412076919676531
ENSG00000225719	NMNAT1P2	-0.000282713083494531	0.00029178833741559	0.000586710246047411	0.000134280562510991	0.000340420269283255	-0.000843056488339403	-0.00108628700978964	-0.00108628700978964	-3.13929414831874e-05	-0.000948057873299463	-0.000201764475825458	0.000252938180308321	-0.000353284896038932	-0.000857294582748941	-0.00108628700978964	-0.000327458732970428	-0.00108628700978964	-0.00108628700978964	-0.00108628700978964	-0.00108628700978964	-6.92047727397284e-05	0.00147884106018344	0.00238113786690797	-0.00108628700978964	-0.00108628700978964	-0.000514670978142629	0.0001571182918866	-0.000708343663049052	-7.31304859715412e-05	0.000251565794187308	-0.00108628700978964	-0.000511254833367637	-0.000600886494685026	-3.94281399706618e-05	-0.00108628700978964	-0.000365593849270936	0.000115816130881169	-0.00108628700978964	-0.000798599946819445	-0.000337862358544283	-0.000282330502555856	-0.00108628700978964	-0.00108628700978964	-0.000358424184135686	0.000603623303178019	-0.000756012561112922	0.000101635745581342	0.000169426136696396	9.32279704661359e-05	0.010949335602561	-0.00042394266421589	0.0036374928599511	-0.00108628700978964	-0.000454151427118107
ENSG00000199849	RNU5F-6P	0.00101782533506336	0.00112813116871772	0.00113222917599673	0.0001274714982203	-0.000516837896737206	0.00207693429111004	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	0.0062367274449306	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	0.0112385736854979	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	-0.000516837896737206	0.000126698160887539	-0.000516837896737206	-0.000516837896737206	0.000740054309743824	-0.000516837896737206	-0.000516837896737206	0.00695093810816274	-0.000516837896737206	-0.000516837896737206
ENSG00000213070	HMGB3P6	-0.0121996237295596	-0.0157166557326364	0.00748427546259608	-0.0208644839663537	-0.0174137571057346	-0.0210264697240746	-0.0240807234582793	-0.00918142104457805	-0.00345866113236851	-0.00859264181257072	-0.0202684704230637	-0.0194425635677768	0.000447097944156278	-0.000966908438836023	-0.0129185876575439	-0.00792820139120626	-0.0108098909785098	-0.0161069541153464	-0.00758437811855601	-0.01183420686226	-0.0114127880352969	0.0595530859347632	0.0777743682739739	-0.00560444283422565	-0.0316328925773697	-0.0186419151156787	0.00566256229592041	-0.0187956846364072	0.0112726322277242	-0.0172956964891817	0.0406945211775395	-0.0212009988605911	-0.0199305912118603	-0.00639570528056792	-0.0316328925773697	0.0358275690985113	0.0137281056122998	0.00409790039560875	0.0290719768023627	0.0381085864484331	-0.0139082171413452	-0.0122364641947807	-0.0187496465234028	-0.000890227944131517	0.00599356584910558	0.0029787688635354	-0.00184426857374721	0.00462636556667251	-0.0134921381139863	0.0817418911942126	-0.00152731233802459	-0.0139557084677316	-0.0167226490957392	-0.018829511698303
