# MEAN_SAMPLE_SIZE = 54889
# TOTAL_GENES = 14760
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                      TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_L1.2_FGFR3_GFAP        COVAR   14760      0.01942       0.0318    0.0065905    0.0016091
Astro_L1.6_FGFR3_SLC14A1     COVAR   14760     0.012465     0.022936    0.0060565       0.0198
Endo_L2.6_NOSTRIN            COVAR   14760    0.0014905    0.0021785    0.0064844       0.4091
Exc_L2_LAMP5_LTK             COVAR   14760   0.00053938    0.0012041     0.010615      0.47974
Exc_L2.3_LINC00507_FREM3     COVAR   14760     0.012059     0.028834      0.01118       0.1404
Exc_L2.4_LINC00507_GLP2R     COVAR   14760  -0.00016109  -0.00036715     0.011167      0.50575
Exc_L3.4_RORB_CARM1P1        COVAR   14760     0.011663     0.028208     0.010564      0.13481
Exc_L3.5_RORB_COL22A1        COVAR   14760     0.012651     0.027562     0.010388      0.11164
Exc_L3.5_RORB_ESR1           COVAR   14760     0.013483      0.02999     0.011384      0.11814
Exc_L3.5_RORB_FILIP1L        COVAR   14760     0.011133      0.02573     0.011173      0.15955
Exc_L3.5_RORB_TWIST2         COVAR   14760      0.01549     0.034385     0.010843     0.076567
Exc_L4.5_FEZF2_SCN4B         COVAR   14760     0.012805     0.031714    0.0089155     0.075473
Exc_L4.5_RORB_DAPK2          COVAR   14760    0.0029944    0.0067441     0.011731      0.39926
Exc_L4.5_RORB_FOLH1B         COVAR   14760    0.0018287    0.0044486     0.010828      0.43294
Exc_L4.6_FEZF2_IL26          COVAR   14760    0.0015595      0.00359     0.010242      0.43949
Exc_L4.6_RORB_C1R            COVAR   14760   -0.0063477    -0.014594      0.01107       0.7168
Exc_L4.6_RORB_SEMA3E         COVAR   14760  -0.00062305   -0.0014175     0.012315      0.52017
Exc_L5.6_FEZF2_ABO           COVAR   14760    0.0019517    0.0046574     0.010234      0.42438
Exc_L5.6_FEZF2_EFTUD1P1      COVAR   14760    0.0060203     0.014591     0.010037      0.27431
Exc_L5.6_RORB_TTC12          COVAR   14760   -0.0043448    -0.010489     0.010509      0.66035
Exc_L5.6_SLC17A7_IL15        COVAR   14760    0.0036437    0.0085903     0.010013      0.35797
Exc_L5.6_THEMIS_C1QL3        COVAR   14760    0.0026027    0.0063207     0.010693      0.40385
Exc_L5.6_THEMIS_CRABP1       COVAR   14760    0.0054178     0.013014    0.0089185      0.27177
Exc_L5.6_THEMIS_DCSTAMP      COVAR   14760    0.0013669     0.003365    0.0084172       0.4355
Exc_L5.6_THEMIS_FGF10        COVAR   14760    0.0051336     0.012537    0.0088706      0.28139
Exc_L6_FEZF2_OR2T8           COVAR   14760   -0.0013407   -0.0033382    0.0085239      0.56249
Exc_L6_FEZF2_SCUBE1          COVAR   14760   -0.0075523    -0.018084    0.0090462      0.79809
Inh_L1_SST_CHRNA4            COVAR   14760   -0.0029878    -0.006214     0.010359      0.61349
Inh_L1_SST_NMBR              COVAR   14760   -0.0013581    -0.002845     0.011365      0.54756
Inh_L1.2_GAD1_MC4R           COVAR   14760     0.010058     0.020338      0.01077      0.17519
Inh_L1.2_LAMP5_DBP           COVAR   14760   -0.0050314    -0.010961    0.0088304      0.71558
Inh_L1.2_PAX6_CDH12          COVAR   14760    -0.001492   -0.0031782     0.010735      0.55527
Inh_L1.2_PAX6_TNFAIP8L3      COVAR   14760   -0.0073406    -0.017239    0.0085499       0.8047
Inh_L1.2_SST_BAGE2           COVAR   14760     0.010701      0.02125      0.01173      0.18083
Inh_L1.2_VIP_LBH             COVAR   14760    -0.011213     -0.02488     0.011609      0.83295
Inh_L1.2_VIP_PCDH20          COVAR   14760    -0.010212    -0.021043     0.011334       0.8162
Inh_L1.2_VIP_TSPAN12         COVAR   14760     0.001804    0.0038061      0.01062      0.43256
Inh_L1.3_PAX6_SYT6           COVAR   14760   -0.0078193    -0.018045     0.010578       0.7701
Inh_L1.3_SST_CALB1           COVAR   14760   -0.0028525   -0.0055847      0.01239      0.59104
Inh_L1.3_VIP_ADAMTSL1        COVAR   14760    0.0015526    0.0033423      0.01171      0.44726
Inh_L1.3_VIP_CCDC184         COVAR   14760   -0.0069694    -0.015233     0.011135      0.73431
