# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 14222
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE         TYPE  NGENES         BETA     BETA_STD           SE            P
Astro           COVAR   14222     0.076499     0.024196     0.036522     0.018114
CGE_dev         COVAR   14222    -0.036653     -0.01055     0.032762      0.86837
ID2             COVAR   14222    0.0088585    0.0038008     0.064863      0.44569
L2.3_CUX2       COVAR   14222   -0.0011058   -0.0005804     0.048004      0.50919
L4_RORB         COVAR   14222    0.0092156    0.0043454     0.050435      0.42751
L5.6_THEMIS     COVAR   14222     0.018356    0.0091388     0.045436      0.34311
L5.6_TLE4       COVAR   14222   -0.0048766   -0.0021768     0.051641      0.53762
LAMP5_NOS1      COVAR   14222     -0.12724    -0.054234     0.053183      0.99162
MGE_dev         COVAR   14222    0.0051173    0.0034575      0.02093      0.40343
Micro           COVAR   14222     0.010532    0.0018999     0.058011      0.42797
Oligo           COVAR   14222     0.046577     0.012908     0.047266      0.16222
OPC             COVAR   14222     0.051298     0.012688     0.064069      0.21167
PV              COVAR   14222    -0.075762    -0.029118     0.063392      0.88397
PV_SCUBE3       COVAR   14222    -0.088261    -0.035075     0.052888      0.95241
SST             COVAR   14222    -0.050582    -0.017699     0.072663      0.75681
Vas             COVAR   14222      0.11781     0.022929     0.058724      0.02243
VIP             COVAR   14222    0.0036748    0.0013008     0.072578      0.47981
