# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 14222
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE         TYPE  NGENES         BETA     BETA_STD           SE            P
Astro           COVAR   14222     0.082558     0.022424     0.041874     0.024338
CGE_dev         COVAR   14222     0.016169    0.0036345     0.040442      0.34465
ID2             COVAR   14222   0.00014808   6.7908e-05     0.055457      0.49893
L2.3_CUX2       COVAR   14222    -0.015857   -0.0090922     0.044778      0.63838
L4_RORB         COVAR   14222    -0.002707   -0.0014634     0.048091      0.52244
L5.6_THEMIS     COVAR   14222    0.0090362    0.0057792     0.039399       0.4093
L5.6_TLE4       COVAR   14222   0.00058657    0.0002953     0.051011      0.49541
LAMP5_NOS1      COVAR   14222    -0.067879    -0.028177      0.04924      0.91597
Micro           COVAR   14222     0.021364    0.0032494     0.069468      0.37922
Oligo           COVAR   14222     0.075212      0.01456      0.05993      0.10475
OPC             COVAR   14222     0.030234    0.0084527     0.053921       0.2875
PN_dev          COVAR   14222    0.0045066       0.0029     0.020929      0.41476
PV              COVAR   14222    -0.044999    -0.021523     0.049266      0.81947
PV_SCUBE3       COVAR   14222    -0.065342    -0.030282     0.042993      0.93571
SST             COVAR   14222    -0.037429    -0.015346     0.059925      0.73388
Vas             COVAR   14222     0.092051     0.015729      0.06289     0.071653
VIP             COVAR   14222    -0.024889    -0.009619       0.0655      0.64802
