# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 14222
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_dev.1           COVAR   14222      0.19212     0.035298     0.066282    0.0018779
Astro_dev.2           COVAR   14222      0.19447     0.038128     0.065885    0.0015833
Astro_dev.3           COVAR   14222      0.06283      0.01509     0.042559     0.069945
Astro_dev.4           COVAR   14222      0.11277     0.021832     0.058339     0.026633
Astro_GFAP            COVAR   14222       0.1113     0.026801     0.050235     0.013369
Astro_SLC1A2_dev      COVAR   14222     0.088118      0.02013     0.047245     0.031094
BKGR_NRGN             COVAR   14222      0.00335   0.00087633     0.034509      0.46133
CCK_RELN              COVAR   14222    -0.044918    -0.016442     0.058334      0.77934
CCK_SORCS1            COVAR   14222   -0.0083621    -0.002597     0.063713      0.55221
CCK_SYT6              COVAR   14222    -0.040076     -0.01578     0.057354      0.75764
CGE_dev               COVAR   14222     0.023914    0.0049061     0.082767      0.38632
ID2_CSMD1             COVAR   14222     0.026133    0.0077173     0.066894      0.34803
ID2_dev               COVAR   14222     -0.10993    -0.022879      0.11337       0.8339
L2_CUX2_LAMP5_dev     COVAR   14222    -0.026155    -0.013046     0.024028      0.86181
L2.3_CUX2_dev.2       COVAR   14222    0.0029771    0.0014888     0.050451      0.47647
L2.3_CUX2_dev.3       COVAR   14222     0.015961    0.0065866      0.05712      0.38996
L2.3_CUX2_dev.4       COVAR   14222    -0.032761   -0.0071433     0.071466      0.67667
L2.3_CUX2_dev.6       COVAR   14222    -0.024478    -0.007466     0.073423      0.63058
L4_RORB_dev.1         COVAR   14222     0.036086     0.021949     0.036627      0.16226
L4_RORB_dev.2         COVAR   14222       0.1463     0.045173     0.073756     0.023662
L4_RORB_dev.fetal     COVAR   14222     0.053879     0.023628     0.031616     0.044185
L4_RORB_MME           COVAR   14222     0.045053     0.012805     0.066234      0.24819
L5.6_THEMIS_dev.1     COVAR   14222     0.016994    0.0083421     0.042562      0.34485
L5.6_THEMIS_dev.2     COVAR   14222     0.052716     0.023479     0.050058      0.14616
L5.6_TLE4_dev         COVAR   14222    -0.030078    -0.011435     0.052798      0.71555
L5.6_TLE4_HTR2C       COVAR   14222      0.01338    0.0044194     0.062691       0.4155
L5.6_TLE4_SCUBE1      COVAR   14222    -0.041011    -0.017579     0.048931      0.79901
L5.6_TLE4_SORCS1      COVAR   14222    -0.019397   -0.0099837     0.041965      0.67803
LAMP5_CCK             COVAR   14222    -0.022585   -0.0087733     0.038491      0.72131
LAMP5_NDNF            COVAR   14222    -0.066219    -0.025763     0.052461      0.89656
LAMP5_NOS1            COVAR   14222      -0.1292    -0.044322     0.063749      0.97864
MGE_dev.1             COVAR   14222     -0.16301    -0.035523     0.095509      0.95606
MGE_dev.2             COVAR   14222    -0.035298    -0.015292     0.041662      0.80156
Micro                 COVAR   14222   -0.0038154  -0.00069791     0.053026      0.52868
OPC_dev               COVAR   14222     0.040129    0.0079441     0.081175      0.31053
OPC_MBP               COVAR   14222    -0.013147   -0.0031852     0.053331      0.59736
OPC                   COVAR   14222     0.047829     0.010655     0.070436      0.24856
PN_dev                COVAR   14222    -0.019754   -0.0076668     0.054645      0.64113
PV_dev                COVAR   14222     -0.13474    -0.035366     0.094235      0.92361
PV_SCUBE3_dev         COVAR   14222     -0.19318    -0.051518     0.079142      0.99267
PV_SST                COVAR   14222     0.011418    0.0039412     0.050038      0.40975
PV_SULF1_dev          COVAR   14222    -0.068519      -0.0261     0.056346        0.888
PV_SULF1              COVAR   14222    -0.032254    -0.015741     0.028502       0.8711
PV_WFDC2              COVAR   14222    -0.047849    -0.023798     0.028661      0.95248
SST_ADGRG6_dev        COVAR   14222    -0.060254    -0.016934     0.079126      0.77681
SST_ADGRG6            COVAR   14222     0.011758    0.0044558     0.039349      0.38254
SST_B3GAT2            COVAR   14222    -0.031448    -0.010803     0.065853      0.68351
SST_BRINP3            COVAR   14222    -0.065353    -0.022966     0.066518      0.83706
SST_CALB1_dev         COVAR   14222    -0.026859   -0.0065842     0.091087      0.61595
SST_NPY               COVAR   14222    -0.027955    -0.014934     0.036548      0.77782
SST_STK32A            COVAR   14222    -0.019495   -0.0052987     0.070623      0.60874
SST_TH                COVAR   14222   -0.0039485   -0.0016646     0.049481       0.5318
Vas_CLDN5             COVAR   14222     0.044356     0.010958     0.039605      0.13137
Vas_PDGFRB            COVAR   14222     0.065686     0.014492     0.044916     0.071825
Vas_TBX18             COVAR   14222       0.0609     0.012831     0.045333     0.089585
VIP_ABI3BP            COVAR   14222    -0.021495   -0.0057534     0.086899      0.59768
VIP_ADAMTSL1          COVAR   14222     0.019802    0.0044975     0.098614      0.42043
VIP_CHRM2             COVAR   14222    -0.050614    -0.011904     0.088416      0.71649
VIP_CRH               COVAR   14222     0.077511     0.019807     0.080506      0.16783
VIP_dev               COVAR   14222     0.017302    0.0063576      0.05608      0.37884
VIP_DPP6              COVAR   14222     0.010878    0.0030837     0.068386      0.43681
VIP_HS3ST3A1          COVAR   14222     0.019071    0.0059139     0.071454      0.39478
VIP_KIRREL3           COVAR   14222    -0.038253   -0.0088756     0.095806      0.65515
VIP_PCDH20            COVAR   14222   -0.0043485   -0.0013957     0.060551      0.52862
