# MEAN_SAMPLE_SIZE = 54887
# TOTAL_GENES = 14222
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_dev.1             COVAR   14222       0.1253     0.018716       0.0786     0.055467
Astro_dev.2             COVAR   14222      0.26901     0.039807     0.097683    0.0029486
Astro_dev.3             COVAR   14222     0.056324     0.012111     0.054031      0.14861
Astro_GFAP              COVAR   14222      0.28367      0.04963     0.071615   3.7512e-05
BKGR_NRGN               COVAR   14222     0.048651     0.010675     0.050185      0.16618
CCK_RELN                COVAR   14222    -0.016051   -0.0044999     0.076933      0.58263
CCK_SORCS1              COVAR   14222     0.020673     0.004496     0.089073      0.40823
CCK_SYT6                COVAR   14222    -0.042523    -0.012432     0.070612      0.72648
CGE_dev                 COVAR   14222    0.0018107   0.00034471     0.092527      0.49219
ID2_CSMD1               COVAR   14222    0.0007141   0.00019541     0.070001      0.49593
ID2_dev                 COVAR   14222    -0.071068    -0.013598      0.13899      0.69544
L2_CUX2_LAMP5           COVAR   14222    -0.018404   -0.0034486     0.049262      0.64564
L2.3_CUX2_dev.2         COVAR   14222   -0.0081866    -0.003239     0.063124      0.55159
L2.3_CUX2_dev.3         COVAR   14222    -0.033943    -0.016204     0.033292      0.84602
L2.3_CUX2_dev.4         COVAR   14222   -0.0099805   -0.0019952      0.08267      0.54805
L2.3_CUX2_dev.6         COVAR   14222     -0.10465    -0.030768     0.091573      0.87342
L2.3_CUX2_dev.fetal     COVAR   14222     0.010993    0.0044192     0.042236      0.39733
L3_CUX2_PRSS12          COVAR   14222     0.089791     0.018242     0.046414     0.026533
L4_RORB_dev.1           COVAR   14222   -0.0033723    -0.001808     0.040239      0.53339
L4_RORB_dev.2           COVAR   14222     0.089846     0.031438     0.071676      0.10502
L4_RORB_dev.fetal       COVAR   14222     0.062759     0.026591     0.042433     0.069582
L4_RORB_LRRK1           COVAR   14222      0.06199     0.011366     0.065183      0.17081
L4_RORB_MME             COVAR   14222     0.017209    0.0090249     0.024369      0.24004
L5.6_THEMIS_CNR1        COVAR   14222    -0.012253   -0.0020841     0.057952      0.58372
L5.6_THEMIS_dev.1       COVAR   14222      0.10598     0.041847     0.049927       0.0169
L5.6_THEMIS_dev.2       COVAR   14222      0.05397     0.018645     0.065272      0.20417
L5.6_THEMIS_NTNG2       COVAR   14222    -0.063383    -0.020962     0.035571       0.9626
L5.6_TLE4_dev           COVAR   14222     0.029822    0.0097025     0.062335      0.31618
L5.6_TLE4_HTR2C         COVAR   14222    -0.016535   -0.0051005     0.064503      0.60116
L5.6_TLE4_SCUBE1        COVAR   14222     -0.05876    -0.021518     0.056236      0.85195
L5.6_TLE4_SORCS1        COVAR   14222    -0.070724    -0.023729     0.064894       0.8621
LAMP5_NDNF              COVAR   14222    -0.013013   -0.0039387     0.065507      0.57873
LAMP5_NOS1              COVAR   14222     -0.13383    -0.039562     0.067489       0.9763
MGE_dev.1               COVAR   14222     0.025389    0.0043949     0.095287      0.39495
MGE_dev.2               COVAR   14222     0.020752    0.0050833     0.081967      0.40007
Micro                   COVAR   14222     0.054548    0.0078813     0.076127      0.23683
Micro_out               COVAR   14222     0.017252    0.0039625     0.039094      0.32951
OPC_dev                 COVAR   14222     0.070037     0.014356     0.071846      0.16484
OPC                     COVAR   14222      0.17338     0.029901     0.097015     0.036971
OPC_MBP                 COVAR   14222   -0.0068155   -0.0015464     0.056824      0.54773
PN_dev                  COVAR   14222      0.04621       0.0166     0.055579      0.20288
PV_dev                  COVAR   14222     -0.22735    -0.056348      0.10606      0.98396
PV_SCUBE3_dev           COVAR   14222      -0.1902    -0.047932     0.078203      0.99249
PV_SCUBE3               COVAR   14222     -0.07291    -0.020785     0.040239      0.96499
PV_SULF1_dev            COVAR   14222    -0.018286   -0.0046363     0.072948      0.59897
SST_ADGRG6_dev          COVAR   14222     -0.10038    -0.026366     0.089912      0.86787
SST_ADGRG6              COVAR   14222    0.0027792   0.00089777     0.045972       0.4759
SST_B3GAT2              COVAR   14222      -0.0444    -0.014034     0.070686      0.73504
SST_BRINP3              COVAR   14222    -0.094981    -0.033487     0.061021       0.9402
SST_CALB1_dev           COVAR   14222    -0.037197   -0.0084305      0.10013      0.64486
SST_NPY                 COVAR   14222    -0.034037    -0.011327     0.053131      0.73911
SST_STK32A              COVAR   14222    -0.053673    -0.014626     0.068832      0.78223
SST_TH                  COVAR   14222     0.022683    0.0083872     0.053163      0.33482
