# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 15763
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                 SET      21     -0.25219    -0.009199      0.18409      0.91463 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                 SET      30      0.32263     0.014062      0.16451     0.024938 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_DN                 SET       6     -0.20229   -0.0039461      0.40939      0.68939 ABBUD_LIF_SIGNALING_2_DN
ABBUD_LIF_SIGNALING_2_UP                 SET      12     -0.18615   -0.0051344      0.26133      0.76186 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS               SET      15      0.11219    0.0034592      0.22787      0.31125 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...          SET      12      0.31793     0.008769      0.29705      0.14225 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                            SET      31     -0.22777    -0.010091      0.16504      0.91622 ABE_INNER_EAR
ABE_VEGFA_TARGETS                        SET      15      0.38348     0.011824      0.22258     0.042463 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                    SET      27      0.08516    0.0035216      0.15651      0.29319 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                  SET      21     0.059055    0.0021541      0.19822      0.38288 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1         SET      19     -0.12536   -0.0043498      0.19755      0.73714 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2         SET      23     0.045917    0.0017527      0.18852      0.40379 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE              SET      35     -0.24755    -0.011652      0.15166      0.94867 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                  SET     427    -0.053313   -0.0086552     0.043115      0.89186 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                  SET     818   9.7233e-05   2.1568e-05     0.031571      0.49877 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1         SET     140    -0.045893   -0.0043059     0.080376      0.71599 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2         SET     227    -0.025188   -0.0030009     0.065442      0.64984 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3         SET      85    -0.090379   -0.0066191      0.09036      0.84139 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4         SET     113      0.14103     0.011899     0.090085     0.058736 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
ACEVEDO_LIVER_TUMOR_VS_NORMA...1         SET     226    -0.044321    -0.005269     0.057434      0.77984 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN
ACEVEDO_LIVER_TUMOR_VS_NORMA...2         SET     717     0.007507    0.0015643     0.033013      0.41006 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP
ACEVEDO_METHYLATED_IN_LIVER_...          SET     626   -0.0093174   -0.0018196     0.038732      0.59505 ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...1         SET     280   -0.0062048  -0.00081961     0.051009      0.54841 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...2         SET     148     -0.11336    -0.010933      0.07268      0.94057 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP
ACOSTA_PROLIFERATION_INDEPEN...1         SET      85    -0.068367    -0.005007     0.098577      0.75601 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN
ACOSTA_PROLIFERATION_INDEPEN...2         SET      72    -0.095727   -0.0064551     0.098791      0.83371 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP
ADDYA_ERYTHROID_DIFFERENTIAT...          SET      56   -0.0082286   -0.0004896      0.12818      0.52559 ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
AFFAR_YY1_TARGETS_DN                     SET     212     0.053488    0.0061614     0.062448      0.19586 AFFAR_YY1_TARGETS_DN
AFFAR_YY1_TARGETS_UP                     SET     154      0.16131     0.015866     0.073756     0.014379 AFFAR_YY1_TARGETS_UP
AGARWAL_AKT_PATHWAY_TARGETS              SET       8    -0.049467   -0.0011142      0.34535      0.55695 AGARWAL_AKT_PATHWAY_TARGETS
AGUIRRE_PANCREATIC_CANCER_CO...1         SET     205     -0.14303    -0.016206     0.069355       0.9804 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN
