# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14229
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
neuron                              COVAR   14229   -0.0072269    -0.012416     0.007684      0.82651 neuron
leukocyte                           COVAR   14229    0.0079818     0.010048    0.0074388      0.14165 leukocyte
central_nervous_system_macro...     COVAR   14229    0.0023793    0.0030007    0.0089138      0.39477 central_nervous_system_macrophage
endothelial_cell                    COVAR   14229    0.0051405    0.0090727    0.0056923      0.18326 endothelial_cell
vascular_associated_smooth_m...     COVAR   14229   -0.0033008   -0.0052011    0.0055277      0.72479 vascular_associated_smooth_muscle_cell
pericyte                            COVAR   14229    -0.002773   -0.0055269    0.0050753      0.70759 pericyte
fibroblast                          COVAR   14229    0.0023111    0.0029772    0.0097471      0.40629 fibroblast
ependymal_cell                      COVAR   14229     0.010721      0.01092    0.0097417      0.13557 ependymal_cell
astrocyte                           COVAR   14229   -0.0053631   -0.0054045     0.012345      0.66802 astrocyte
oligodendrocyte_precursor_ce...     COVAR   14229   -0.0020709   -0.0029447    0.0096677      0.58481 oligodendrocyte_precursor_cell
oligodendrocyte                     COVAR   14229     -0.01099    -0.016924    0.0078031      0.92048 oligodendrocyte
