# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14515
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
neuron                              COVAR   14515   -0.0056726    -0.012689    0.0064845      0.80915 neuron
oligodendrocyte                     COVAR   14515    -0.010444    -0.020374    0.0070625       0.9304 oligodendrocyte
oligodendrocyte_precursor_ce...     COVAR   14515   -0.0062359    -0.014184    0.0073035      0.80339 oligodendrocyte_precursor_cell
ependymal_cell                      COVAR   14515     0.012142      0.02421    0.0061585     0.024338 ependymal_cell
astrocyte                           COVAR   14515    0.0012029    0.0025962    0.0077572      0.43838 astrocyte
fibroblast                          COVAR   14515    0.0031553    0.0047788    0.0098635      0.37453 fibroblast
pericyte                            COVAR   14515  -7.0745e-05   -0.0001328    0.0074154      0.50381 pericyte
vascular_associated_smooth_m...     COVAR   14515    0.0038731    0.0062744    0.0077267       0.3081 vascular_associated_smooth_muscle_cell
endothelial_cell                    COVAR   14515    0.0085111     0.016343    0.0069248      0.10953 endothelial_cell
central_nervous_system_macro...     COVAR   14515    0.0033508    0.0060748     0.006992      0.31589 central_nervous_system_macrophage
leukocyte                           COVAR   14515    -0.011694    -0.017384    0.0077981      0.93312 leukocyte
