# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14406
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Splatter                            COVAR   14406   -0.0025807   -0.0058538     0.010785      0.59456 Splatter
Medium_spiny_neuron                 COVAR   14406   -0.0014053   -0.0033842    0.0080872      0.56897 Medium_spiny_neuron
CGE_interneuron                     COVAR   14406     0.016959     0.034086     0.012125     0.080959 CGE_interneuron
LAMP5_LHX6_and_Chandelier           COVAR   14406   -0.0013884   -0.0029291     0.010191      0.55418 LAMP5_LHX6_and_Chandelier
MGE_interneuron                     COVAR   14406    0.0070784     0.014843     0.011418      0.26765 MGE_interneuron
Eccentric_medium_spiny_neuron       COVAR   14406   -0.0036864   -0.0086136    0.0093751      0.65292 Eccentric_medium_spiny_neuron
Deep_layer_intratelencephalic       COVAR   14406     -0.01374    -0.032986    0.0096934      0.92182 Deep_layer_intratelencephalic
Amygdala_excitatory                 COVAR   14406   0.00023239   0.00073992    0.0037305      0.47516 Amygdala_excitatory
Upper_layer_intratelencephal...     COVAR   14406  -0.00021986  -0.00052052    0.0055495       0.5158 Upper_layer_intratelencephalic
Deep_layer_corticothalamic_a...     COVAR   14406   -0.0011749   -0.0027514    0.0095396      0.54901 Deep_layer_corticothalamic_and_6b
Committed_oligodendrocyte_pr...     COVAR   14406   -0.0020611   -0.0033493    0.0082847      0.59823 Committed_oligodendrocyte_precursor
Oligodendrocyte                     COVAR   14406   -0.0041969   -0.0055785    0.0084937      0.68938 Oligodendrocyte
Oligodendrocyte_precursor           COVAR   14406    0.0048945    0.0086747    0.0087412      0.28777 Oligodendrocyte_precursor
Astrocyte                           COVAR   14406    0.0051381     0.009289    0.0071167      0.23516 Astrocyte
Fibroblast                          COVAR   14406  -0.00061431  -0.00083424    0.0082024      0.52985 Fibroblast
Vascular                            COVAR   14406    0.0086052     0.010537     0.008963      0.16852 Vascular
Microglia                           COVAR   14406    0.0091253     0.010822    0.0086879      0.14679 Microglia
Miscellaneous                       COVAR   14406    -0.017738    -0.021155    0.0080527      0.98619 Miscellaneous
