# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14407
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
neuron                              COVAR   14407   -0.0056146     -0.01328    0.0058323      0.83214 neuron
oligodendrocyte_precursor_ce...     COVAR   14407   -0.0036385   -0.0065713    0.0082232      0.67092 oligodendrocyte_precursor_cell
oligodendrocyte                     COVAR   14407    -0.010064    -0.014163    0.0086856      0.87671 oligodendrocyte
leukocyte                           COVAR   14407    -0.010148    -0.014939    0.0065073      0.94054 leukocyte
central_nervous_system_macro...     COVAR   14407    0.0090367     0.012209    0.0086018      0.14674 central_nervous_system_macrophage
astrocyte                           COVAR   14407   -0.0019975   -0.0036119    0.0086338      0.59148 astrocyte
ependymal_cell                      COVAR   14407    0.0086304     0.016477    0.0063887     0.088378 ependymal_cell
fibroblast                          COVAR   14407    0.0053443    0.0085383    0.0076473      0.24233 fibroblast
pericyte                            COVAR   14407   -0.0055128    -0.009642    0.0062713      0.81031 pericyte
vascular_associated_smooth_m...     COVAR   14407     0.014059     0.020442    0.0080654     0.040667 vascular_associated_smooth_muscle_cell
endothelial_cell                    COVAR   14407    0.0021844    0.0047276    0.0045003      0.31371 endothelial_cell
