# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14412
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
leukocyte                           COVAR   14412    -0.015217    -0.013741     0.011975      0.89807 leukocyte
central_nervous_system_macro...     COVAR   14412    0.0062117    0.0065676     0.011497      0.29451 central_nervous_system_macrophage
endothelial_cell                    COVAR   14412     0.010235     0.010876     0.012107      0.19895 endothelial_cell
vascular_associated_smooth_m...     COVAR   14412     0.003552    0.0038591     0.012555      0.38862 vascular_associated_smooth_muscle_cell
pericyte                            COVAR   14412    0.0068769    0.0076449     0.012385      0.28937 pericyte
oligodendrocyte                     COVAR   14412    -0.010196    -0.014533    0.0090464      0.87013 oligodendrocyte
oligodendrocyte_precursor_ce...     COVAR   14412   -0.0029424   -0.0039963     0.010857      0.60681 oligodendrocyte_precursor_cell
astrocyte                           COVAR   14412    0.0064462    0.0080771     0.010825      0.27576 astrocyte
fibroblast                          COVAR   14412   -0.0031999   -0.0037854     0.012493      0.60108 fibroblast
neuron                              COVAR   14412   -0.0037055   -0.0078597    0.0070676      0.69996 neuron
