# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14221
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Miscellaneous                       COVAR   14221    0.0028021    0.0045122    0.0056339      0.30947 Miscellaneous
Microglia                           COVAR   14221    0.0046697    0.0077612    0.0065201      0.23694 Microglia
Vascular                            COVAR   14221    0.0088699     0.013884    0.0074417      0.11666 Vascular
Fibroblast                          COVAR   14221   -0.0027025   -0.0048043    0.0063859      0.66392 Fibroblast
Astrocyte                           COVAR   14221    0.0069214     0.012516    0.0074739      0.17721 Astrocyte
Ependymal                           COVAR   14221    0.0059157     0.012277    0.0055672      0.14399 Ependymal
Splatter                            COVAR   14221    -0.019037    -0.040992     0.012061      0.94275 Splatter
Amygdala_excitatory                 COVAR   14221    0.0017604    0.0056616    0.0033705      0.30074 Amygdala_excitatory
CGE_interneuron                     COVAR   14221  -0.00038822  -0.00089626     0.010781      0.51436 CGE_interneuron
MGE_interneuron                     COVAR   14221   -0.0065552    -0.015498    0.0096659      0.75116 MGE_interneuron
Hippocampal_dentate_gyrus           COVAR   14221    0.0045491     0.010486    0.0080852      0.28685 Hippocampal_dentate_gyrus
Hippocampal_CA1_3                   COVAR   14221    -0.010815    -0.027291    0.0074609      0.92639 Hippocampal_CA1_3
Hippocampal_CA4                     COVAR   14221   -0.0077563    -0.019173    0.0079428      0.83559 Hippocampal_CA4
LAMP5_LHX6_and_Chandelier           COVAR   14221   0.00048853    0.0011899    0.0090058      0.47837 LAMP5_LHX6_and_Chandelier
Committed_oligodendrocyte_pr...     COVAR   14221   -0.0093203    -0.017464    0.0081229      0.87438 Committed_oligodendrocyte_precursor
Oligodendrocyte                     COVAR   14221   -0.0069266    -0.013251    0.0065342      0.85543 Oligodendrocyte
Oligodendrocyte_precursor           COVAR   14221   -0.0016278   -0.0033869    0.0077834      0.58283 Oligodendrocyte_precursor
