# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14092
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
neuron                              COVAR   14092   -0.0051479   -0.0082515    0.0080073      0.73985 neuron
astrocyte                           COVAR   14092    0.0035443    0.0064617    0.0076324      0.32119 astrocyte
Bergmann_glial_cell                 COVAR   14092   -0.0041004   -0.0075873    0.0081845      0.69181 Bergmann_glial_cell
oligodendrocyte_precursor_ce...     COVAR   14092   -0.0038163   -0.0070596    0.0080709      0.68184 oligodendrocyte_precursor_cell
oligodendrocyte                     COVAR   14092    -0.010737    -0.018641    0.0074517      0.92518 oligodendrocyte
vascular_associated_smooth_m...     COVAR   14092  -0.00097274   -0.0021819     0.004498      0.58561 vascular_associated_smooth_muscle_cell
pericyte                            COVAR   14092    0.0062977    0.0092334    0.0083695      0.22589 pericyte
fibroblast                          COVAR   14092   -0.0015823   -0.0023913     0.010287      0.56112 fibroblast
endothelial_cell                    COVAR   14092    0.0073039     0.011015    0.0081747      0.18581 endothelial_cell
leukocyte                           COVAR   14092    0.0056729    0.0078216    0.0074398      0.22289 leukocyte
central_nervous_system_macro...     COVAR   14092    0.0061537    0.0095077    0.0077158      0.21257 central_nervous_system_macrophage
