# MEAN_SAMPLE_SIZE = 27991
# TOTAL_GENES = 14898
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                    TYPE  NGENES         BETA     BETA_STD           SE            P
GW08_Neurons               COVAR   14898    0.0088135     0.017323     0.010171      0.19311
GW08_Stem_cells            COVAR   14898    -0.010697    -0.023893    0.0057639      0.96825
GW08_GABAergic_neurons     COVAR   14898    0.0027678    0.0057199    0.0057794        0.316
GW08_Microglia             COVAR   14898    0.0017832    0.0045977    0.0041303      0.33297
GW09_Stem_cells            COVAR   14898   -0.0010558   -0.0019179     0.011144      0.53774
GW09_Neurons               COVAR   14898     0.015266     0.029732     0.011676     0.095527
GW09_GABAergic_neurons     COVAR   14898     0.005181    0.0094703    0.0062278      0.20274
GW10_Neurons               COVAR   14898  -0.00029092  -0.00054404      0.01386      0.50837
GW10_Stem_cells            COVAR   14898    -0.010196    -0.019598     0.013101      0.78178
GW10_GABAergic_neurons     COVAR   14898    0.0021527    0.0035248    0.0085932       0.4011
GW10_Microglia             COVAR   14898   0.00059108    0.0015668     0.004543      0.44824
GW12_Neurons               COVAR   14898     0.023504     0.040757      0.01313     0.036728
GW12_Stem_cells            COVAR   14898    0.0032095    0.0065113    0.0099514      0.37353
GW12_GABAergic_neurons     COVAR   14898    0.0028199     0.004632    0.0090295      0.37741
GW12_OPC                   COVAR   14898   -0.0066384    -0.015218    0.0051913       0.8995
GW12_Microglia             COVAR   14898    0.0048464     0.012462    0.0036137     0.089954
GW13_Neurons               COVAR   14898  -0.00066135   -0.0012133     0.010762       0.5245
GW13_Stem_cells            COVAR   14898   -0.0071725    -0.014411    0.0076587      0.82549
GW13_Microglia             COVAR   14898   -0.0044423     -0.01165    0.0034834      0.89888
GW16_Neurons               COVAR   14898    0.0018867    0.0035328     0.015499      0.45156
GW16_Stem_cells            COVAR   14898   -0.0039108   -0.0077792     0.014944      0.60322
GW16_GABAergic_neurons     COVAR   14898     0.003738    0.0061786     0.015627      0.40548
GW16_Microglia             COVAR   14898    0.0064824     0.012896    0.0079694        0.208
GW16_OPC                   COVAR   14898    -0.012343    -0.024415    0.0099935       0.8916
GW19_Neurons               COVAR   14898    0.0064805     0.010984     0.014209      0.32417
GW19_GABAergic_neurons     COVAR   14898      0.01768     0.025165     0.013269     0.091378
GW19_Astrocytes            COVAR   14898   -0.0059259    -0.012554    0.0064897       0.8194
GW19_OPC                   COVAR   14898    -0.003677   -0.0075151    0.0062342      0.72233
GW19_Stem_cells            COVAR   14898    0.0013002    0.0027152    0.0068876      0.42513
GW19_Microglia             COVAR   14898   -0.0020047   -0.0051563      0.00368      0.70704
GW23_Neurons               COVAR   14898    0.0083862     0.013264     0.014487      0.28134
GW23_GABAergic_neurons     COVAR   14898    0.0081007     0.012062        0.015      0.29459
GW23_OPC                   COVAR   14898    0.0087728     0.015432     0.011609      0.22492
GW23_Astrocytes            COVAR   14898   -0.0014795   -0.0030862    0.0066967      0.58743
GW23_Stem_cells            COVAR   14898   -0.0049365    -0.011279     0.004811      0.84756
GW23_Microglia             COVAR   14898    0.0069443     0.012154    0.0069229      0.15792
GW26_GABAergic_neurons     COVAR   14898     0.017571     0.028392      0.01261     0.081752
GW26_Astrocytes            COVAR   14898   0.00058165    0.0011225    0.0096747      0.47603
GW26_Neurons               COVAR   14898     0.033795      0.05214     0.015558     0.014928
GW26_Microglia             COVAR   14898     0.016023     0.028613     0.009185      0.04055
GW26_OPC                   COVAR   14898    0.0067176     0.011926     0.013896       0.3144
GW26_Stem_cells            COVAR   14898    -0.011593    -0.025351    0.0066813      0.95863
