# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14371
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_dev.1           COVAR   14371     0.049085     0.008979     0.067697      0.23421
Astro_dev.2           COVAR   14371    -0.014503   -0.0028327     0.066669       0.5861
Astro_dev.3           COVAR   14371     0.042562     0.010187     0.043478      0.16381
Astro_dev.4           COVAR   14371    -0.027614   -0.0053294     0.059346      0.67914
Astro_GFAP            COVAR   14371    0.0052837    0.0012669     0.051206      0.45891
Astro_SLC1A2_dev      COVAR   14371     0.012417     0.002827     0.048069      0.39809
BKGR_NRGN             COVAR   14371    0.0059622    0.0015559     0.035022      0.43241
CCK_RELN              COVAR   14371     -0.07008    -0.025541     0.059715      0.87971
CCK_SORCS1            COVAR   14371     0.040129     0.012406     0.064953      0.26835
CCK_SYT6              COVAR   14371     -0.11184    -0.043858     0.058617       0.9718
CGE_dev               COVAR   14371    -0.015287   -0.0031253       0.0845      0.57178
ID2_CSMD1             COVAR   14371     0.046758      0.01375     0.068625      0.24783
ID2_dev               COVAR   14371    -0.027035   -0.0056021      0.11611      0.59206
L2_CUX2_LAMP5_dev     COVAR   14371   -0.0038063   -0.0018892       0.0245      0.56173
L2.3_CUX2_dev.2       COVAR   14371    -0.037081    -0.018471      0.05163      0.76368
L2.3_CUX2_dev.3       COVAR   14371    -0.091642    -0.037662     0.058256      0.94214
L2.3_CUX2_dev.4       COVAR   14371    -0.041196   -0.0089448     0.073107      0.71345
L2.3_CUX2_dev.6       COVAR   14371     0.021191    0.0064346     0.075119      0.38894
L4_RORB_dev.1         COVAR   14371   -0.0019875   -0.0012048     0.037392      0.52119
L4_RORB_dev.2         COVAR   14371     0.049154     0.015107     0.075223      0.25674
L4_RORB_dev.fetal     COVAR   14371    -0.038696     -0.01691     0.032334      0.88429
L4_RORB_MME           COVAR   14371     0.075389     0.021322     0.067603       0.1324
L5.6_THEMIS_dev.1     COVAR   14371  -0.00027322  -0.00013364     0.043455      0.50251
L5.6_THEMIS_dev.2     COVAR   14371     0.059573     0.026423     0.051232      0.12246
L5.6_TLE4_dev         COVAR   14371    -0.017373   -0.0065812     0.054123      0.62589
L5.6_TLE4_HTR2C       COVAR   14371   -0.0053713   -0.0017661     0.063749      0.53357
L5.6_TLE4_SCUBE1      COVAR   14371    -0.038652    -0.016503     0.049891      0.78074
L5.6_TLE4_SORCS1      COVAR   14371     0.027238     0.013964     0.042752      0.26203
LAMP5_CCK             COVAR   14371     -0.03806    -0.014717     0.038848      0.83638
LAMP5_NDNF            COVAR   14371    -0.060691    -0.023522     0.053946       0.8697
LAMP5_NOS1            COVAR   14371    -0.047785    -0.016326     0.064951      0.76904
MGE_dev.1             COVAR   14371    -0.025813   -0.0056007     0.097955      0.60392
MGE_dev.2             COVAR   14371    -0.042595    -0.018387     0.042394      0.84248
Micro                 COVAR   14371     0.046578    0.0084966     0.054211      0.19513
OPC_dev               COVAR   14371    0.0041498   0.00081753       0.0821      0.47984
OPC_MBP               COVAR   14371     -0.04399    -0.010607     0.054296      0.79108
OPC                   COVAR   14371   6.4116e-05   1.4209e-05     0.071368      0.49964
PN_dev                COVAR   14371    -0.037097    -0.014341     0.055867      0.74666
PV_dev                COVAR   14371     0.031731    0.0082898     0.096361      0.37097
PV_SCUBE3_dev         COVAR   14371     0.070929     0.018827     0.081017      0.19066
PV_SST                COVAR   14371     0.064006     0.021984     0.051195      0.10562
PV_SULF1_dev          COVAR   14371     0.051059     0.019367     0.057801      0.18853
PV_SULF1              COVAR   14371    -0.003221   -0.0015659     0.029175      0.54395
PV_WFDC2              COVAR   14371   -0.0040075   -0.0019851     0.029113      0.55474
SST_ADGRG6_dev        COVAR   14371   -0.0080731   -0.0022584     0.081152      0.53962
SST_ADGRG6            COVAR   14371      0.04706     0.017757     0.040385      0.12196
SST_B3GAT2            COVAR   14371     0.038984     0.013332     0.067178      0.28086
SST_BRINP3            COVAR   14371     0.011227     0.003929     0.068072       0.4345
SST_CALB1_dev         COVAR   14371    -0.020943   -0.0051116     0.093291      0.58881
SST_NPY               COVAR   14371   -0.0080538   -0.0042859     0.037386      0.58528
SST_STK32A            COVAR   14371     0.047458     0.012837     0.072068      0.25511
SST_TH                COVAR   14371    0.0033417    0.0014033     0.050699      0.47372
Vas_CLDN5             COVAR   14371     0.044772     0.011025     0.040417        0.134
Vas_PDGFRB            COVAR   14371   -0.0081253   -0.0017848     0.045757      0.57047
Vas_TBX18             COVAR   14371    -0.060656    -0.012731     0.046488        0.904
VIP_ABI3BP            COVAR   14371     0.031721    0.0084515     0.089114      0.36094
VIP_ADAMTSL1          COVAR   14371      0.14678     0.033201      0.10142      0.07393
VIP_CHRM2             COVAR   14371      0.15825     0.037041     0.090315     0.039878
VIP_CRH               COVAR   14371     0.042315     0.010763     0.082252      0.30347
VIP_dev               COVAR   14371     0.066912     0.024485     0.057729      0.12322
VIP_DPP6              COVAR   14371    0.0037394    0.0010554     0.070015       0.4787
VIP_HS3ST3A1          COVAR   14371     0.093271     0.028798     0.073582      0.10249
VIP_KIRREL3           COVAR   14371     0.068382     0.015798     0.098629      0.24406
VIP_PCDH20            COVAR   14371     0.018318    0.0058527     0.061735      0.38334
