# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14371
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                 TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_dev.1             COVAR   14371     0.031106    0.0088242     0.040416      0.22076
Astro_dev.2             COVAR   14371     0.052418    0.0087516     0.065643      0.21229
Astro_dev.4             COVAR   14371     0.011402    0.0026815     0.043569      0.39678
Astro_GFAP              COVAR   14371     0.020786    0.0054407     0.045025      0.32217
Astro_SLC1A2            COVAR   14371     0.032476    0.0080115     0.047544      0.24728
Astro_SLC1A2_dev        COVAR   14371     0.033695    0.0098417     0.038432      0.19033
BKGR_NRGN               COVAR   14371        0.171     0.021496      0.13548      0.10345
CCK_RELN                COVAR   14371     0.020922     0.011148     0.041679      0.30784
CCK_SORCS1              COVAR   14371     0.015625    0.0065119     0.051888      0.38166
CCK_SYT6                COVAR   14371    -0.054459    -0.026712     0.046617      0.87863
CGE_dev                 COVAR   14371     0.044363    0.0099296     0.040946      0.13932
ID2_CSMD1               COVAR   14371     0.039536     0.018193     0.051149      0.21978
ID2_dev                 COVAR   14371   -0.0085447   -0.0028866     0.046677      0.57262
L2_CUX2_LAMP5           COVAR   14371    -0.071287    -0.038864     0.044263      0.94635
L2_CUX2_LAMP5_dev       COVAR   14371    -0.044964     -0.02221     0.049186      0.81967
L2.3_CUX2_dev.1         COVAR   14371     -0.03247    -0.019463     0.042759      0.77618
L2.3_CUX2_dev.2         COVAR   14371     0.030339     0.013255      0.02834       0.1422
L2.3_CUX2_dev.3         COVAR   14371   -0.0015948   -0.0010427     0.036791      0.51729
L2.3_CUX2_dev.5         COVAR   14371   -0.0059471   -0.0025375     0.056027      0.54227
L2.3_CUX2_dev.6         COVAR   14371     0.034096    0.0087516     0.067484       0.3067
L2.3_CUX2_dev.fetal     COVAR   14371     0.041329     0.010285     0.043583       0.1715
L3_CUX2_PRSS12          COVAR   14371    -0.044337    -0.030279     0.036721      0.88635
L4_RORB_dev.1           COVAR   14371   -0.0001927  -0.00014323     0.028188      0.50273
L4_RORB_dev.2           COVAR   14371   -0.0014094  -0.00066357     0.025688      0.52188
L4_RORB_dev.fetal       COVAR   14371   -0.0044573   -0.0014134     0.037378      0.54746
L4_RORB_LRRK1           COVAR   14371    -0.051212    -0.029644     0.041897       0.8892
L4_RORB_MET             COVAR   14371    -0.017475   -0.0091262     0.043441      0.65626
L4_RORB_MME             COVAR   14371    -0.033106     -0.01637     0.045511      0.76651
L5.6_THEMIS_CNR1        COVAR   14371   0.00058634   0.00038129     0.037617      0.49378
L5.6_THEMIS_dev.2       COVAR   14371     0.015742    0.0075698     0.040026      0.34706
L5.6_THEMIS_NTNG2       COVAR   14371    -0.020238    -0.012634     0.033359      0.72796
L5.6_TLE4_HTR2C         COVAR   14371    0.0019971    0.0010217     0.040012       0.4801
L5.6_TLE4_SCUBE1        COVAR   14371    -0.026918     -0.01611     0.036858      0.76739
L5.6_TLE4_SORCS1        COVAR   14371     0.015847    0.0071336     0.048616      0.37223
LAMP5_CCK               COVAR   14371    -0.030794    -0.014154     0.043527      0.76035
LAMP5_NDNF              COVAR   14371     0.010104    0.0049441     0.043549      0.40826
LAMP5_NOS1              COVAR   14371     0.012923    0.0053448       0.0487      0.39537
Micro                   COVAR   14371     0.066903     0.010108     0.069866      0.16914
Micro_out               COVAR   14371     0.042864    0.0095421     0.053952      0.21347
Oligo_mat               COVAR   14371    -0.073006    -0.013969     0.058894      0.89243
Oligo.1                 COVAR   14371    -0.063792    -0.012767     0.056071      0.87237
Oligo.2                 COVAR   14371    -0.035904   -0.0074162     0.053831       0.7476
Oligo.3                 COVAR   14371    -0.089985    -0.016869     0.059851      0.93363
Oligo.4                 COVAR   14371    -0.050159   -0.0088424     0.062253      0.78979
Oligo.5                 COVAR   14371    -0.049518    -0.010184     0.055838       0.8124
OPC                     COVAR   14371   -0.0014607  -0.00040779     0.054116      0.51077
OPC_dev                 COVAR   14371   -0.0031906  -0.00072526     0.066947      0.51901
OPC_MBP                 COVAR   14371    -0.046122    -0.013327     0.044355      0.85078
PN_dev                  COVAR   14371    -0.018263    -0.011709     0.020354      0.81521
PV_dev                  COVAR   14371     0.025624     0.010079     0.045286      0.28576
PV_SCUBE3               COVAR   14371   -0.0044646   -0.0020652      0.04215      0.54218
PV_SST                  COVAR   14371   -0.0074548   -0.0029337     0.061153      0.54851
PV_SULF1                COVAR   14371   -0.0079971   -0.0037662     0.049394      0.56431
PV_SULF1_dev            COVAR   14371    0.0037777    0.0020168     0.042786      0.46482
PV_WFDC2                COVAR   14371    -0.023408     -0.01118     0.047312      0.68961
SST_ADGRG6              COVAR   14371     0.030283     0.013126     0.051738      0.27917
SST_ADGRG6_dev          COVAR   14371    0.0090539    0.0036361     0.053679      0.43303
SST_B3GAT2              COVAR   14371   -0.0074041   -0.0034068     0.050686      0.55807
SST_BRINP3              COVAR   14371    -0.042629    -0.020575     0.050566      0.80039
SST_CALB1               COVAR   14371   -0.0079753   -0.0032758     0.057004      0.55563
SST_CALB1_dev           COVAR   14371    -0.011039    -0.003864      0.06291      0.56965
SST_NPY                 COVAR   14371   -0.0081515   -0.0032854     0.029554      0.60865
SST_STK32A              COVAR   14371     0.017765    0.0075311     0.047146      0.35316
SST_TH                  COVAR   14371    0.0028757    0.0015731     0.040825      0.47192
Vas_CLDN5               COVAR   14371     0.085777     0.016936     0.049118     0.040386
Vas_PDGFRB              COVAR   14371     0.022458    0.0039913     0.056839      0.34638
Vas_TBX18               COVAR   14371    -0.027468   -0.0049134     0.061738      0.67181
VIP_ABI3BP              COVAR   14371     0.050342     0.019918     0.058161      0.19338
VIP_ADAMTSL1            COVAR   14371     0.089357     0.035063     0.062017     0.074826
VIP_CHRM2               COVAR   14371        0.105     0.041032     0.056847     0.032386
VIP_CRH                 COVAR   14371    0.0091886    0.0036129     0.059843      0.43899
VIP_DPP6                COVAR   14371    0.0015009   0.00069274     0.052093      0.48851
VIP_HS3ST3A1            COVAR   14371      0.14003     0.051728     0.061684     0.011608
VIP_KIRREL3             COVAR   14371      0.11483     0.041389     0.066046      0.04106
VIP_PCDH20              COVAR   14371      0.06452     0.027299     0.051228      0.10395
