# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14371
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE         TYPE  NGENES         BETA     BETA_STD           SE            P
Astro           COVAR   14371     0.018161    0.0057212     0.037333      0.31333
CGE_dev         COVAR   14371   0.00085212    0.0002446     0.033535      0.48986
ID2             COVAR   14371    -0.031172    -0.013329     0.065944      0.68179
L2.3_CUX2       COVAR   14371    -0.028924    -0.015128     0.048747      0.72352
L4_RORB         COVAR   14371   -0.0015068  -0.00070786     0.051203      0.51174
L5.6_THEMIS     COVAR   14371     0.041749     0.020702     0.046192      0.18306
L5.6_TLE4       COVAR   14371   -0.0057536   -0.0025576     0.052457      0.54367
LAMP5_NOS1      COVAR   14371    -0.021176   -0.0089965     0.053956      0.65264
MGE_dev         COVAR   14371    0.0016097    0.0010859     0.021344      0.46994
Micro           COVAR   14371     0.048086    0.0086647     0.059198      0.20832
Oligo           COVAR   14371    -0.032105   -0.0088569     0.047987      0.74826
OPC             COVAR   14371   -0.0046602   -0.0011467     0.064838      0.52865
PV              COVAR   14371    -0.022085   -0.0084526     0.064736       0.6335
PV_SCUBE3       COVAR   14371   -0.0080882   -0.0031997     0.054027       0.5595
SST             COVAR   14371    0.0036356    0.0012678      0.07424      0.48047
Vas             COVAR   14371    -0.012607   -0.0024452     0.060236      0.58289
VIP             COVAR   14371     0.063056     0.022237     0.074384      0.19831
