# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14371
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE               TYPE  NGENES         BETA     BETA_STD           SE            P
Astro_GFAP            COVAR   14371     0.026599    0.0050564     0.062009      0.33398
Astro_SLC1A2          COVAR   14371     0.039246     0.010109     0.044838      0.19072
Astro_SLC1A2_dev      COVAR   14371     0.046769     0.012256     0.042827      0.13742
BKGR_NRGN             COVAR   14371       0.1321     0.017258     0.098734     0.090478
CCK_RELN              COVAR   14371     0.040388     0.020303      0.04568      0.18831
CCK_SORCS1            COVAR   14371     0.055395     0.022103     0.054386      0.15422
CCK_SYT6              COVAR   14371    -0.003775   -0.0021157     0.040158      0.53745
ID2_CSMD1             COVAR   14371     0.066954     0.030421     0.054821      0.11099
ID2_dev               COVAR   14371    -0.035955    -0.016195     0.031913      0.87004
L2_CUX2_LAMP5         COVAR   14371    -0.028868    -0.016601     0.041448      0.75693
L2_CUX2_LAMP5_dev     COVAR   14371    -0.063435    -0.035098     0.040296      0.94227
L2.3_CUX2_dev.1       COVAR   14371    -0.025155    -0.018393     0.033944      0.77067
L2.3_CUX2_dev.3       COVAR   14371    -0.037047    -0.020269     0.036702       0.8436
L2.3_CUX2_dev.5       COVAR   14371     0.022146     0.013558     0.028815      0.22109
L3_CUX2_PRSS12        COVAR   14371    -0.021576    -0.016828     0.033751      0.73867
L4_RORB_dev.1         COVAR   14371     0.017631     0.016256     0.021126      0.20199
L4_RORB_LRRK1         COVAR   14371    -0.036501    -0.026138     0.035144      0.85049
L4_RORB_MET           COVAR   14371   -0.0017638   -0.0010769      0.03861      0.51822
L4_RORB_MME           COVAR   14371   -0.0095765   -0.0056627     0.037567      0.60061
L5.6_THEMIS_CNR1      COVAR   14371    0.0099902    0.0076372     0.031199      0.37441
L5.6_THEMIS_NTNG2     COVAR   14371    -0.025532    -0.018323      0.02816      0.81771
L5.6_TLE4_HTR2C       COVAR   14371     0.028822     0.017261       0.0352      0.20646
L5.6_TLE4_SCUBE1      COVAR   14371    -0.027209    -0.019034     0.033054      0.79478
L5.6_TLE4_SORCS1      COVAR   14371     0.016533     0.010156     0.035403      0.32026
LAMP5_CCK             COVAR   14371    -0.012266   -0.0066065     0.039587      0.62166
LAMP5_NDNF            COVAR   14371     0.037296     0.016839     0.048552       0.2212
LAMP5_NOS1            COVAR   14371   -0.0060095   -0.0036863      0.03509      0.56799
Micro                 COVAR   14371     0.048655    0.0079033     0.062489      0.21811
Micro_out             COVAR   14371     0.035419    0.0068765     0.054556       0.2581
Oligo_mat             COVAR   14371    -0.057751    -0.014639     0.042808      0.91133
Oligo.1               COVAR   14371    -0.050704    -0.013681     0.039807      0.89861
Oligo.2               COVAR   14371    -0.027415   -0.0085564     0.034842       0.7843
Oligo.3               COVAR   14371    -0.070164    -0.015575     0.049574      0.92151
Oligo.4               COVAR   14371    -0.050039    -0.012684     0.044656      0.86875
Oligo.5               COVAR   14371     -0.05814    -0.014412     0.044889      0.90236
Oligo.6               COVAR   14371    -0.039826    -0.011546     0.034339      0.87692
OPC                   COVAR   14371   -0.0038481   -0.0011496     0.049176      0.53119
OPC_dev               COVAR   14371    -0.031445   -0.0085858     0.037599      0.79851
OPC_MBP               COVAR   14371    -0.042462    -0.013415     0.039829       0.8568
PV_SCUBE3             COVAR   14371   -0.0015062  -0.00080503     0.037539        0.516
PV_SST                COVAR   14371    -0.022978    -0.010377     0.051679       0.6717
PV_SULF1              COVAR   14371     0.018484     0.011254     0.039428      0.31961
PV_SULF1_dev          COVAR   14371     0.016709    0.0098124     0.039962      0.33793
PV_WFDC2              COVAR   14371   -0.0014415  -0.00083047      0.04084      0.51408
SST_ADGRG6            COVAR   14371    0.0063857    0.0027256      0.05282      0.45189
SST_ADGRG6_dev        COVAR   14371    0.0033919     0.001443     0.048065      0.47187
SST_B3GAT2            COVAR   14371    -0.017486    -0.010476     0.040331      0.66769
SST_BRINP3            COVAR   14371    -0.034487    -0.020225     0.041507      0.79697
SST_CALB1             COVAR   14371   -0.0066036   -0.0026162     0.059521      0.54417
SST_CALB1_dev         COVAR   14371    0.0050631    0.0016464      0.06768      0.47018
SST_NPY               COVAR   14371    -0.039557     -0.02286       0.0294      0.91075
SST_STK32A            COVAR   14371      0.01221    0.0063772     0.039232      0.37782
SST_TH                COVAR   14371     0.033628     0.020521     0.039295      0.19606
Vas_CLDN5             COVAR   14371     0.017539    0.0035455     0.048331      0.35835
Vas_PDGFRB            COVAR   14371     0.028837    0.0062459     0.048695      0.27687
Vas_TBX18             COVAR   14371    -0.022204   -0.0044418     0.053922      0.65975
VIP_ABI3BP            COVAR   14371     0.084392     0.034519      0.05655     0.067816
VIP_ADAMTSL1          COVAR   14371     0.082331     0.039983     0.050016     0.049887
VIP_CHRM2             COVAR   14371      0.11139     0.047611     0.053535     0.018743
VIP_CRH               COVAR   14371     0.024964     0.011465     0.052309       0.3166
VIP_DPP6              COVAR   14371     0.062267     0.030793     0.050125      0.10709
VIP_HS3ST3A1          COVAR   14371      0.15175     0.067828     0.051447    0.0015939
VIP_KIRREL3           COVAR   14371     0.085611     0.040631     0.051164      0.04715
VIP_PCDH20            COVAR   14371     0.063431     0.024319     0.047232     0.089654
