# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14373
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
leukocyte                           COVAR   14373   -0.0056552   -0.0073803    0.0068493      0.79549 leukocyte
central_nervous_system_macro...     COVAR   14373    0.0081662     0.010889    0.0087019      0.17402 central_nervous_system_macrophage
endothelial_cell                    COVAR   14373     0.014888      0.02289    0.0066472     0.012562 endothelial_cell
pericyte                            COVAR   14373   -0.0026656   -0.0034517    0.0086993      0.62035 pericyte
vascular_associated_smooth_m...     COVAR   14373    0.0043333    0.0075422    0.0054773      0.21444 vascular_associated_smooth_muscle_cell
fibroblast                          COVAR   14373   -0.0023841   -0.0040921    0.0069099      0.63496 fibroblast
astrocyte                           COVAR   14373   -0.0003833  -0.00065166    0.0080872       0.5189 astrocyte
oligodendrocyte                     COVAR   14373    -0.010307    -0.014346    0.0088971      0.87665 oligodendrocyte
oligodendrocyte_precursor_ce...     COVAR   14373   -0.0039463   -0.0066602    0.0086567      0.67575 oligodendrocyte_precursor_cell
neuron                              COVAR   14373   -0.0090248     -0.01939    0.0065544      0.91572 neuron
