# MEAN_SAMPLE_SIZE = 27990
# TOTAL_GENES = 14352
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE                             TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
neuron                              COVAR   14352   -0.0039172   -0.0083426    0.0066346      0.72254 neuron
oligodendrocyte                     COVAR   14352    -0.010081    -0.016414    0.0078499      0.90046 oligodendrocyte
oligodendrocyte_precursor_ce...     COVAR   14352   -0.0031452   -0.0057757    0.0081963      0.64941 oligodendrocyte_precursor_cell
vascular_associated_smooth_m...     COVAR   14352    0.0065967     0.012606    0.0052252       0.1034 vascular_associated_smooth_muscle_cell
pericyte                            COVAR   14352   -0.0010236   -0.0015538    0.0079337      0.55133 pericyte
fibroblast                          COVAR   14352   -0.0055798   -0.0079486    0.0099761      0.71202 fibroblast
endothelial_cell                    COVAR   14352     0.012849     0.019707    0.0082069     0.058725 endothelial_cell
central_nervous_system_macro...     COVAR   14352    0.0054136    0.0072524    0.0088183      0.26964 central_nervous_system_macrophage
leukocyte                           COVAR   14352    -0.010224     -0.01341    0.0073132      0.91894 leukocyte
astrocyte                           COVAR   14352    0.0052685    0.0084366    0.0084194      0.26574 astrocyte
