ensg	symbol	Adipose_Tissue	Adrenal_Gland	Bladder	Blood	Blood_Vessel	Brain	Breast	Cervix_Uteri	Colon	Esophagus	Fallopian_Tube	Heart	Kidney	Liver	Lung	Muscle	Nerve	Ovary	Pancreas	Pituitary	Prostate	Salivary_Gland	Skin	Small_Intestine	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina
ENSG00000228219	NPM1P30	0.00710148590999133	0.00501106545186341	0.00924859467497359	0.00404808383642053	0.00336942564494479	0.0933530728709735	0.0363280231720209	0.0331452733023014	0.00785468608845509	0.0183824447107892	0	0.00511853039261143	0.0159293400951495	0.00404081400966456	0.0410842073818362	0.00268275288053649	0.0306772187462223	0.021449435913062	0.0113210070420558	0.12294136585778	0.031165518866444	0.0542050976134735	0.0693521881878685	0.00908796107511651	0.00507059651354294	0.00856000366832744	0.565442455940339	0.110713145741873	0.0110824095988841	0.0479011346624664
ENSG00000148444	COMMD3	4.91751468069248	4.91492518446698	5.31200842648324	3.63317308819013	5.31725778113632	4.50211400450816	5.1338058438903	5.39748994028596	5.22230799266102	5.09968052372326	5.35109651480296	4.56764191836797	4.36298727616927	4.23959272530124	5.12057126461781	4.90641233251059	5.53702833830741	4.9628233223514	4.50763128750141	5.53227074237712	5.34309342627118	5.16568015647236	5.37459481649648	5.15383005747294	5.4355545378178	4.68227640930548	5.62676287082987	5.14715276490807	5.42770643672637	5.1859661198334
ENSG00000168283	BMI1	5.10157489201893	4.93090201360582	5.4079632922508	2.70959402460473	5.57828689508373	4.72480405771136	5.06306490009022	5.3849273418862	5.08397844886746	4.87915383667434	5.41677818667941	3.57942830428038	4.05899120456204	3.92360808215906	5.10221450907493	4.62845668977215	5.58110968825329	5.02816657420374	3.71056566505672	5.50537392800724	5.26252259585947	4.74174790940134	4.61502312022761	4.77542245307456	5.20471481369503	4.57401963398499	5.52167335449522	5.11086732682157	5.48285365202886	4.93497119882886
ENSG00000272516	RP11-573G6.9	0.121644573978905	0.119475207437211	0.211102641404521	0.0356275338504127	0.260411382935772	0.290265452607428	0.126589980758506	0.223140240399588	0.169462457957387	0.146882802899299	0.17965353204251	0.0333742336943374	0.113466574109968	0.0611710584819495	0.167868136584716	0.126951322119097	0.218621666422087	0.071595745086471	0.0642765713715753	0.37103841825556	0.157887394937109	0.099962659264459	0.102142810873226	0.141774219190196	0.172664749296274	0.150943569300133	0.791992733206855	0.11970723126831	0.173811551703009	0.129098081131642
ENSG00000272366	RP11-573G6.10	0.151809059679277	0.124118630882127	0.0265197120036227	0.0927865748009211	0.143814705879458	0.0668921805639932	0.172647163066753	0.102085591498286	0.0915430933229306	0.101726840293873	0.270337931442552	0.0213828686550685	0.0684822081742667	0.0402796032654804	0.133702637521228	0.123988193973531	0.162350122362105	0.168751839049686	0.0579892085089997	0.858217163931801	0.136055621590991	0.0684637831001819	0.121822284711219	0.118727625161509	0.192137710218531	0.0827393288329491	1.20043426036883	0.108136592264144	0.154477285701484	0.0379192836048401
ENSG00000077327	SPAG6	0.0826756783526833	0.0496731966658281	0.0984186399363693	0.261279370345941	0.0695427045285673	0.902869317979825	0.536291250893763	0.736036281801057	0.0850338543333365	0.0804921522528734	2.30413279893976	0.0242115694161858	0.354966868431496	0.0227598304011632	1.88405277356244	0.0467747633445223	0.228835654909517	0.104206148105379	0.145721619040103	4.21835798485037	0.977509692746641	0.0636462000585071	0.271869618527387	0.0899433238431972	0.0921295032001483	0.0748926124002385	5.57802766192211	0.29859769839767	0.103046587986398	0.0738674759597107
ENSG00000165309	ARMC3	0.0138356666258551	0.00927629466834023	0.0158990174755987	0.0474452720448102	0.0401617147173299	0.670901578212699	0.0507576487802786	0.49507906511405	0.0618255146032997	0.0409104792572293	1.9692520703386	0.0224822881244952	0.257106233968401	0.00785549142504239	1.10841466736678	0.00949038934569906	0.0708659288649432	0.0714250645449566	0.174518186965059	1.15790690615113	0.115346108139618	0.0879536561090324	0.0144943104444917	0.0444343676330657	0.0212296146106545	0.0256470182506407	4.58602248351619	0.145297648069284	0.113046726890798	0.0214559155535036
ENSG00000148450	MSRB2	4.70157547347976	4.99026773706317	5.26426129144113	3.7061281594021	5.26942339722776	4.78982082516386	4.62313286356103	5.2135392619325	5.17603699871028	5.02262782996414	5.44759592259154	5.34038010773205	4.56880821758119	4.74421381954849	4.71061925143868	4.87593463176437	4.40488522260522	4.96286739680353	2.35368584968585	5.27446135040075	5.16042541237016	4.15938646845066	4.02231361438123	4.51923971856958	4.45884449821394	4.07571110983994	3.6783853076055	5.31418758526874	5.44205113939612	4.79237786220624
ENSG00000252049	SNORA40	0.00191539263757424	0.00199262404997765	0	0	0.00155718671699111	0.011054501388935	0.00472658658209656	0	0	0.00178689760393561	0	0.000911371132945018	0	0	0.00133351442400808	0	0.00172833577543076	0.00381451431564217	0.0807223465171546	0.00699492663459532	0	0	0.00159190143144595	0	0.00185212494555433	0.00500075043322812	0.00961886290024476	0.00207188700037196	0	0
ENSG00000168267	PTF1A	0.0588033341975104	0.020789669437247	0.0774797108042788	0.00678396772596585	0.0498910604679875	0.31570357647098	0.0678509384789852	0.177608986649554	0.0403601651694274	0.0298120498289982	0.313958847638369	0.01669427740351	0.022318052846581	0.0119455012182614	0.0488299434132537	0.0179477535163074	0.140871504176812	0.143282497453813	4.94580612204916	0.17918652464149	0.0689688815237118	0.0238379363496861	0.0250039534503661	0.0364105019068088	0.0283451433482245	0.953048522824031	1.73027106406262	0.0463865577929683	0.187403461648865	0.113971615314549
ENSG00000179133	C10orf67	0.0509641525454816	0.0522400992041789	0.0331550435553918	0.01636776408688	0.0186754079468887	0.34628018023989	0.0225061066886472	0.145602158468226	0.0610879405777924	0.0504815821753044	0.7723539857855	0.150934573786615	0.590374877065038	0.051094485519217	1.12127772017537	0.0738273608353776	0.78014516130832	0.254638074460223	0.0508161633603891	1.46119303703346	0.0378901022403384	0.0256212248539987	0.415000286487376	0.0787024052536799	0.103760631478206	0.0498207327472882	3.32058302386992	0.223297044226518	0.0326646486694595	0.0670372124591089
ENSG00000227537	RP11-215C7.3	0.00434489289300654	0.00152373301332746	0	0.000981421684234478	0.00244303094844961	0.00593497436933304	0.00210644733869013	0.0266686045684556	0.0022851827404939	0.00219747735608531	0.14148009462234	0.00177250360823621	0.014273135582136	0.00219605727798552	0.104025761110663	0.00116694277386925	0.0879639407799993	0.033098209736647	0.00229603397937965	0.110703517447567	0.00071290644707587	0	0.0598192890975918	0.00450709318818773	0.00480363727621509	0.00521218317455201	0.0931268714741447	0.0173323098994514	0.00175537525395207	0.0012328233015032
ENSG00000224215	RP11-371A19.2	0.0872808847870512	0.0641598587453701	0.181837788453459	0.0530360896850764	0.0621160325331692	0.358130743580706	0.0705573454981164	0.188523966970798	0.173115870034761	0.140225129498327	0.327568577699096	0.413449650525215	0.378366647319374	0.0248186551007793	2.28188854652849	0.0351226330999826	1.02449032922026	0.718829847954157	0.0211624759591766	1.06653732402813	0.101595493523561	0.0462022648078941	0.214884780847392	0.206244438812977	0.137016211824712	0.0988818048905034	0.99027787143594	0.574574843821706	0.113302142893167	0.21550280913829
ENSG00000264574	MIR1254-2	0	0	0	0	0.000432612428889237	0.000304835356129738	0	0	0	0	0	0.000683972691868911	0	0	0.00221759973741065	0	0	0	0.00217509720449113	0	0	0	0.000409793237936712	0.00302145551282473	0	0	0	0	0	0
ENSG00000165312	OTUD1	4.38985505330757	3.81067150448746	4.04920300826171	3.14044194491318	4.35185877669436	3.00644421629016	4.33751595387246	4.3859088787443	3.7998324464881	3.81777582027373	4.51849896880709	3.86769474705009	3.46620484844795	2.61325376683344	4.89068639352111	3.62244720184755	4.713176561124	4.52961862372574	2.50777267808349	4.08393203328308	3.68951753349409	3.55613928974505	4.45657130310814	3.86315416007366	4.66486750588563	3.748548630359	4.30627203099182	4.38945146121161	4.61231080388047	4.04769839379451
ENSG00000223928	RP11-183E9.2	0.203420582436068	0.0411858790547629	0.0352908751479267	0.00168713511546378	0.0214785687607587	0.00514366149312446	0.200615864069417	0.0554809954834689	0.0218696671561035	0.0275282180953653	0.0345698827874894	0.0413036013314755	0.0576409735190356	0.0130633056136041	0.27983494330983	0.0558554509023908	0.043369961873792	0.0208063374154373	0.02601249021903	0.0499250165393387	0.05409629076544	0.0229772587168737	0.0108620649518879	0.0149506256597146	0.0281097619358814	0.0119733156836978	0.0133444174021238	0.146860505674129	0.0549664068769383	0.0195884749804662
ENSG00000207930	MIR603	0.0223194568554453	0.0036625841043171	0	0.00145508138137635	0.0009373297161409	0.000915109939855273	0.0407114550812015	0	0.00485314972745262	0.00619001713476367	0	0.00418167870136878	0.00129819508926659	0	0.00504867821345818	0.00823338167453754	0.0182875491832796	0.00923469733767135	0.00272743016252577	0.00478494418548032	0.0190625986690858	0.0191610987256252	0.0153547310428045	0	0.00657686537473008	0.00425287426553067	0.00142772768250957	0.0183816828408894	0	0.0162119608031524
ENSG00000151023	ENKUR	0.082988974248844	0.103091699988652	0.126770193596975	0.329032203716345	0.162834788442346	2.09861486631305	0.106910541175955	0.69539218479342	0.126572443770329	0.0761077300061735	2.04420427869955	0.0455688035949578	0.196357249262141	0.324669650982545	1.39845516320187	0.0259708085517335	0.145058957669049	0.518405679932464	0.058225366063835	2.75133926340482	0.18349040843773	0.0735237816271631	0.0957017716573659	0.311193551038619	0.266546220217438	0.192034072254032	2.75235384532983	0.461111698304061	0.363978306394658	0.191644128767149
ENSG00000185875	THNSL1	1.57495382992291	2.77235145870985	2.06447357211611	0.879576196927241	1.62470795284828	2.29968755881698	1.72739975491911	2.5622809914859	1.55533804826765	1.33205573870402	2.41552293119776	1.34811333030014	2.01702687379439	2.92289538577991	1.49299205712915	1.53940971814401	1.97680985267457	2.75262422765638	1.64808786308486	3.06833858815146	2.00464187567318	1.79745300167534	1.87631927404762	1.73253162082593	1.83157585049867	1.62298854323346	3.49083649849019	2.94770766289973	2.49488961918043	2.09479642474107
ENSG00000231422	RP11-80K21.3	0.0225600697225614	0.0148049890382523	0.0300352179074178	0.01147544429632	0.0149218353434879	0.319494371093089	0.0275714770895129	0.0521204513532829	0.0214784583555459	0.0137704022689738	0.0564964501519618	0.00671329822191553	0.00305944337617645	0.00328995412154128	0.023570156795692	0.00387175704411592	0.0249382981888284	0.0558030847418538	0.00376366239169037	0.385845032219637	0.0262225868696207	0.0148029050808894	0.0127843798518123	0.0396023134719379	0.0397287869426717	0.0177287850850253	0.884652426815698	0.112594378966699	0.0681722526611026	0.0332309832188578
