ensg	symbol	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000228219	NPM1P30	0.00595210574246912	0.00851006086575328	0.00501106545186341	0.0044195569219679	0.00414885551096817	0.00240303065321085	0.00924859467497359	0.0284955075632003	0.0446945707342987	0.0638457807660335	0.282380383913269	0.394574455109007	0.0377527045465842	0.0328377450498059	0.0347576389852532	0.0473537877990497	0.0539398577776095	0.0515897437257908	0.02838545342364	0.0120131703127494	0.0363280231720209	0.00500392272208515	0.0066289237761098	0.062323395653321	0.00688496318638378	0.00816824790116317	0.00756661082702624	0.00421400626427193	0.0412428948790894	0.00406324970891987	0	0.00592854790926667	0.00431413799759963	0.0160926050547718	0.0124599597031744	0.00404081400966456	0.0410842073818362	0.0542050976134735	0.00268275288053649	0.0306772187462223	0.021449435913062	0.0113210070420558	0.12294136585778	0.031165518866444	0.104651998504046	0.0852016038280731	0.00908796107511651	0.00507059651354294	0.00856000366832744	0.565442455940339	0.110713145741873	0.0110824095988841	0.0479011346624664	0.00345329423442592
ENSG00000148444	COMMD3	5.03153989438304	4.77777583286098	4.91492518446698	5.41093811065956	5.34279451883933	5.2469731364866	5.31200842648324	4.04957097593099	4.10340374213803	4.29283192574405	5.49739291757335	5.44973567251176	4.26690710309096	4.40193519723367	4.21112973140324	4.26946523457565	4.37988512014847	4.12940211146716	4.96102547654935	4.26342733601957	5.1338058438903	5.57687127474227	5.64642651828548	5.34157457304838	5.44781377079978	5.41160045263442	5.04840137303029	5.16072551564908	4.94513897009098	5.22177506798294	5.35109651480296	4.80167733063083	4.3352317520236	4.34276140991092	4.79278693415928	4.23959272530124	5.12057126461781	5.16568015647236	4.90641233251059	5.53702833830741	4.9628233223514	4.50763128750141	5.53227074237712	5.34309342627118	5.30325329583478	5.29063325233642	5.15383005747294	5.4355545378178	4.68227640930548	5.62676287082987	5.14715276490807	5.42770643672637	5.1859661198334	3.1691915029761
ENSG00000168283	BMI1	5.12107133735501	5.07768183608949	4.93090201360582	5.58045746133979	5.55692648497582	5.5846048646211	5.4079632922508	4.51047937270687	4.44990176358956	4.49925491214748	5.40798131422673	5.23189896970084	4.3582645877838	4.84676542197765	4.62337816581635	4.73679018486457	4.50523178467083	4.29511228628703	5.34290787786596	4.70115434100756	5.06306490009022	5.60700980058942	5.14689579203346	5.26234503071761	5.49525142193793	5.415255475775	4.77962787981202	5.28317107693547	4.18460540676089	5.33346046483752	5.41677818667941	3.91286539910476	3.24830674483673	4.04205287640675	4.41893067786189	3.92360808215906	5.10221450907493	4.74174790940134	4.62845668977215	5.58110968825329	5.02816657420374	3.71056566505672	5.50537392800724	5.26252259585947	4.22114570966714	4.24118669950888	4.77542245307456	5.20471481369503	4.57401963398499	5.52167335449522	5.11086732682157	5.48285365202886	4.93497119882886	2.1478847431046
ENSG00000272516	RP11-573G6.9	0.125144633807452	0.11735522154577	0.119475207437211	0.239918039486823	0.265886177741299	0.271782685524941	0.211102641404521	0.179721404376549	0.213480888643814	0.202259877317751	0.656770573257489	0.524372656933002	0.302777884867274	0.403007213236059	0.210870732513203	0.193664901549257	0.247936875442456	0.179909211340553	0.158415616546601	0.140251562523649	0.126589980758506	0.168283738392791	0.0741618315340085	0.179124340088039	0.262754550679982	0.200360812270979	0.141075546235786	0.176141163930685	0.0652235406938373	0.213579900253204	0.17965353204251	0.0374893302394431	0.0292877142085727	0.104424838101489	0.30560346429014	0.0611710584819495	0.167868136584716	0.099962659264459	0.126951322119097	0.218621666422087	0.071595745086471	0.0642765713715753	0.37103841825556	0.157887394937109	0.0736889002937459	0.0791059128991116	0.141774219190196	0.172664749296274	0.150943569300133	0.791992733206855	0.11970723126831	0.173811551703009	0.129098081131642	0.026746781801478
ENSG00000272366	RP11-573G6.10	0.181859855641939	0.114981559266625	0.124118630882127	0.161199743057449	0.120222676297516	0.141027000055587	0.0265197120036227	0.045190149854601	0.0239125243624439	0.077471111516446	0.0181907687904758	0.0232570765353145	0.0846617711665134	0.0869270962320884	0.0922144295517297	0.092427530679954	0.0669067183193843	0.0700574974176626	0.13132806663171	0.0631845249333216	0.172647163066753	0.259780028648756	0.231929376982884	0.179539186086219	0.0323773563691473	0.0980244709379216	0.0855885271889609	0.130499664811002	0.040381981096923	0.146885262935395	0.270337931442552	0.0260436491280177	0.0167544547131814	0.0559592795000795	0.334594442500745	0.0402796032654804	0.133702637521228	0.0684637831001819	0.123988193973531	0.162350122362105	0.168751839049686	0.0579892085089997	0.858217163931801	0.136055621590991	0.0547685368010112	0.0804096752864641	0.118727625161509	0.192137710218531	0.0827393288329491	1.20043426036883	0.108136592264144	0.154477285701484	0.0379192836048401	0.0607192270132899
ENSG00000077327	SPAG6	0.106528580883151	0.0534437478948271	0.0496731966658281	0.102761424525029	0.0697165553097474	0.0478349952888167	0.0984186399363693	1.08741934483392	0.301951655188625	1.48689792091687	0.110122493554461	0.0956041287062244	1.01270884461605	1.13384553911399	1.7429900328272	2.06201780847724	0.680606333932704	0.262857464644637	1.27736506610526	0.539054647159539	0.536291250893763	0.0388700264562565	0.734185828154662	0.233384787139603	1.18842262699637	0.0750826296881798	0.094176235596005	0.102107295565171	0.0330146114838243	0.115918086980467	2.30413279893976	0.030934379513065	0.0175354455005348	0.358421149658561	0.281563392356373	0.0227598304011632	1.88405277356244	0.0636462000585071	0.0467747633445223	0.228835654909517	0.104206148105379	0.145721619040103	4.21835798485037	0.977509692746641	0.284851574106094	0.428204416293878	0.0899433238431972	0.0921295032001483	0.0748926124002385	5.57802766192211	0.29859769839767	0.103046587986398	0.0738674759597107	0.152291656890686
ENSG00000165309	ARMC3	0.0153521185517765	0.0119772421768978	0.00927629466834023	0.0514054800995105	0.0652013342375474	0.0237713446872329	0.0158990174755987	0.734642890020268	0.556468630665299	1.25604171201324	0.0487816690262042	0.0485227757556264	0.485261296270874	0.495564116716543	1.04744982782465	1.26080165806995	1.16923455348244	0.409864355378801	0.563157485472016	0.591434872309196	0.0507576487802786	0.0160198585955699	0.06981518671768	0.0719248405318628	0.875917867238019	0.0795752696473029	0.0455184736392278	0.0378958034515367	0.0438718033762938	0.0399143016670429	1.9692520703386	0.036836244027413	0.00822801247090321	0.257556966186672	0.247528174330142	0.00785549142504239	1.10841466736678	0.0879536561090324	0.00949038934569906	0.0708659288649432	0.0714250645449566	0.174518186965059	1.15790690615113	0.115346108139618	0.0122349612215796	0.0153441972668818	0.0444343676330657	0.0212296146106545	0.0256470182506407	4.58602248351619	0.145297648069284	0.113046726890798	0.0214559155535036	0.0422898215109303
ENSG00000148450	MSRB2	4.60723168088798	4.81719457604603	4.99026773706317	5.42937407345268	5.15660016900027	5.20604312972464	5.26426129144113	4.85429527364443	4.94534040161058	4.88487414799085	4.43521329103706	4.29882305383175	4.75885660568009	4.96092042223529	4.70031703215913	5.01654292306857	5.07889920588338	4.75641541090325	4.8351641164192	4.83667040985172	4.62313286356103	5.11790611222937	3.64185608044595	5.19808119346681	5.22745152355163	5.49608708315275	4.88200083738751	5.44161477126621	4.34782310116189	5.44475699791942	5.44759592259154	5.47813363152208	5.20358320563501	4.56432380430597	4.6641019996797	4.74421381954849	4.71061925143868	4.15938646845066	4.87593463176437	4.40488522260522	4.96286739680353	2.35368584968585	5.27446135040075	5.16042541237016	3.57260003889022	3.62209732434001	4.51923971856958	4.45884449821394	4.07571110983994	3.6783853076055	5.31418758526874	5.44205113939612	4.79237786220624	3.72094053256551
ENSG00000252049	SNORA40	0.00227230565871258	0.00147799276139176	0.00199262404997765	0.00331298010115412	0.00269848693118562	0	0	0.00412025402169223	0.0180491160843302	0.0172481464138293	0.00313828748537053	0.00239441548495433	0.0268826138719032	0.0231402664939039	0.00332397796831759	0.001609683751196	0.0176887589041405	0.0140753315410552	0	0	0.00472658658209656	0	0	0	0	0	0	0.00245001520070166	0.00102260441016891	0.00212770075685453	0	0.00135209552413809	0.000473707327801901	0	0	0	0.00133351442400808	0	0	0.00172833577543076	0.00381451431564217	0.0807223465171546	0.00699492663459532	0	0.000751598121517233	0.00346046280183924	0	0.00185212494555433	0.00500075043322812	0.00961886290024476	0.00207188700037196	0	0	0
ENSG00000168267	PTF1A	0.064984107082055	0.0512287456162663	0.020789669437247	0.0576073660144385	0.0365166567625918	0.0497046545754206	0.0774797108042788	0.157125712015197	0.341890267438758	0.339472087827293	0.215311275615415	0.255920890421407	0.508929203582418	0.496023734946793	0.240188194675633	0.240401083117134	0.434667657231122	0.33797147145337	0.217528224473206	0.132594802951191	0.0678509384789852	0.010224183299261	0.0126121644453717	0.10965811581165	0.238764770403668	0.0446142844227831	0.0364518240819848	0.0417553926783698	0.0150757917797778	0.0369962627392952	0.313958847638369	0.0206200344855082	0.0127957825234701	0.0233683141570084	0	0.0119455012182614	0.0488299434132537	0.0238379363496861	0.0179477535163074	0.140871504176812	0.143282497453813	4.94580612204916	0.17918652464149	0.0689688815237118	0.0277109541228648	0.033297784762731	0.0364105019068088	0.0283451433482245	0.953048522824031	1.73027106406262	0.0463865577929683	0.187403461648865	0.113971615314549	0.00544078066745378
ENSG00000179133	C10orf67	0.022222232615578	0.0861876144928495	0.0522400992041789	0.0143192425407763	0.0427293965334758	0.0128064881801612	0.0331550435553918	0.385607042629966	0.288753379873698	0.519225147845444	0.0619168950298239	0.0722105603379435	0.345749981929121	0.339790527744653	0.474828622460429	0.498904457522589	0.557283898884707	0.346804383485738	0.276573260980532	0.297344000305633	0.0225061066886472	0.145429055071549	0.0481882442941438	0.0535699920563797	0.228431108238888	0.0595203886549317	0.0625280806448541	0.0474573532868206	0.0488195761187293	0.0544747844948783	0.7723539857855	0.162376636278688	0.139571970061848	0.594843295839253	0.49542097811295	0.051094485519217	1.12127772017537	0.0256212248539987	0.0738273608353776	0.78014516130832	0.254638074460223	0.0508161633603891	1.46119303703346	0.0378901022403384	0.586548058292544	0.461004632369338	0.0787024052536799	0.103760631478206	0.0498207327472882	3.32058302386992	0.223297044226518	0.0326646486694595	0.0670372124591089	0.0090343024232192
ENSG00000227537	RP11-215C7.3	0.00322422663480242	0.00571827871405891	0.00152373301332746	0.00215641741223095	0.00687368298482455	0.00102592771906269	0	0.000927897009431533	0.00140510031983209	0.0110390280363607	0.00100228944181851	0.0012050805139639	0.0114929971427996	0.00659594027142344	0.00441360033974585	0.0122120321872908	0.0105894219039453	0.00400999570767006	0.00434935698759493	0.00220270881207382	0.00210644733869013	0.00703724719549059	0.00442480238479196	0	0.0506703486800657	0.00164112580393013	0.00287689022162268	0.0024341679845054	0.00155197227385893	0.00272077121041173	0.14148009462234	0.00151463415342351	0.00202858230294605	0.0149448125507071	0	0.00219605727798552	0.104025761110663	0	0.00116694277386925	0.0879639407799993	0.033098209736647	0.00229603397937965	0.110703517447567	0.00071290644707587	0.0849422648789255	0.0761215312469976	0.00450709318818773	0.00480363727621509	0.00521218317455201	0.0931268714741447	0.0173323098994514	0.00175537525395207	0.0012328233015032	0.000187847853907322
ENSG00000224215	RP11-371A19.2	0.0721615534485394	0.105809751103934	0.0641598587453701	0.0653894496652369	0.131230104352201	0.0349644587207697	0.181837788453459	0.412879547088587	0.43550064010429	0.336367511766233	0.147745298518693	0.151470838923898	0.366037589008051	0.419301296500504	0.470352983148977	0.503172673394965	0.350619157552519	0.284285620135758	0.459096664456106	0.452937360155914	0.0705573454981164	0.386956310791502	0.158712934559373	0.102510127990468	0.265936422053096	0.211772637975833	0.137601154660327	0.181744806690713	0.071212165682883	0.184365548858379	0.327568577699096	0.519675536339666	0.307961444473365	0.37789525663458	0.388383699371245	0.0248186551007793	2.28188854652849	0.0462022648078941	0.0351226330999826	1.02449032922026	0.718829847954157	0.0211624759591766	1.06653732402813	0.101595493523561	0.167114876931539	0.132329817756586	0.206244438812977	0.137016211824712	0.0988818048905034	0.99027787143594	0.574574843821706	0.113302142893167	0.21550280913829	0.0286814260981525
ENSG00000264574	MIR1254-2	0	0	0	0	0.00240640663569638	0	0	0	0	0	0	0	0	0.00385346895164961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136319557337762	0	0	0	0.00221759973741065	0	0	0	0	0.00217509720449113	0	0	0	0.0010575120790692	0.00302145551282473	0	0	0	0	0	0	0
ENSG00000165312	OTUD1	4.64540742170465	4.0766735001703	3.81067150448746	4.45579337106378	4.32032354157425	4.2955521577822	4.04920300826171	2.63371742608605	2.85280432173985	2.70292268878245	4.16596818749754	3.88471417652841	2.80925973935454	3.11048481310788	2.64003819031179	2.91375013589267	2.89649503651777	2.43443708856553	3.08680222287841	2.63505183998453	4.33751595387246	2.95129335694536	3.1427087514188	4.30630761592659	4.45755001528024	3.93535877361156	3.67532180605202	3.97738858707248	3.61547885053924	3.91956228756134	4.51849896880709	3.93363747591978	3.80220995379754	3.45592255942053	3.68470349028076	2.61325376683344	4.89068639352111	3.55613928974505	3.62244720184755	4.713176561124	4.52961862372574	2.50777267808349	4.08393203328308	3.68951753349409	4.98976899264487	5.07940822234615	3.86315416007366	4.66486750588563	3.748548630359	4.30627203099182	4.38945146121161	4.61231080388047	4.04769839379451	3.13991952857943
ENSG00000223928	RP11-183E9.2	0.146009470575527	0.273778377562756	0.0411858790547629	0.0170339136815414	0.0405223628666769	0.0174809524844412	0.0352908751479267	0.00467649322084619	0.00521657850126372	0.00340521035383304	0.00219773223399534	0.00485501021378401	0.00910070433443936	0.007595979356373	0.00743937353664307	0.00359283363126694	0.00588820665196252	0.00608107302213406	0.00238992890641182	0.00219921918799697	0.200615864069417	0.00413375710008936	0.0059626161979726	0.0542764233724777	0.056565110383361	0.0273508585725001	0.0168339912981825	0.0311903404895763	0.0153168593884127	0.0380214378711508	0.0345698827874894	0.0327951686076756	0.0497529477169156	0.0603534899199314	0	0.0130633056136041	0.27983494330983	0.0229772587168737	0.0558554509023908	0.043369961873792	0.0208063374154373	0.02601249021903	0.0499250165393387	0.05409629076544	0.0123840748104012	0.0143881322882137	0.0149506256597146	0.0281097619358814	0.0119733156836978	0.0133444174021238	0.146860505674129	0.0549664068769383	0.0195884749804662	0.000701792455388899
ENSG00000207930	MIR603	0.0192975380427335	0.0260228434965319	0.0036625841043171	0	0.00521389654603375	0	0	0	0	0.00225907518679757	0.00222946070084852	0	0.00138336676486524	0.00231422927612752	0	0	0	0.00124663979951392	0.00182805227554312	0	0.0407114550812015	0.000765072809548106	0.0077687965706818	0	0	0.00569407613473339	0.00408057448135477	0	0.0115703451156803	0.00489909363209889	0	0.00117478648419604	0.00716768972258893	0.00135928662287913	0	0	0.00504867821345818	0.0191610987256252	0.00823338167453754	0.0182875491832796	0.00923469733767135	0.00272743016252577	0.00478494418548032	0.0190625986690858	0.0250128478166033	0.0175226129517727	0	0.00657686537473008	0.00425287426553067	0.00142772768250957	0.0183816828408894	0	0.0162119608031524	0
